,time,Previous (Departure) Region,index,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,population_density_origin,conflicts,inv_distance,x,x_dist,Current (Arrival) Region,Displacements,Disp_log,population_density_destination,gdp_mean_destination,accessibility_to_cities_mean_destination,gdp_mean_origin,accessibility_to_cities_mean_origin,inv_distance_2
348,2020-01,Lower Shabelle,1428,2020,1,0.991222377932367,0.4360472747604675,17,0.6587868443993922,0.7391795156901699,1.008990756248986,1.314725889667552,1.0274331002584838,1.1532707124778587,0.4627965251536148,0.2943914913680741,0.510708213976921,0.2996621442376332,0.3023797276046925,0.3894119641328024,16.0,15.0,14.0,13.0,12.0,11.0,619.3400355512963,52,0.008508246593928818,2.1311076632274792e-05,0.0025047554037140414,Banadir,114,4.736198448394496,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
382,2020-05,Lower Shabelle,1432,2020,5,0.4098700579028002,0.1522336980148802,21,0.8339844726295664,1.1951183678890795,0.9109204970328044,0.991222377932367,0.6587868443993922,0.7391795156901699,0.1201154138652622,0.201488211122693,0.3360359196500412,0.4360472747604675,0.4627965251536148,0.2943914913680741,20.0,19.0,18.0,17.0,16.0,15.0,619.3400355512963,64,0.008508246593928818,1.4585784010880341e-05,0.0017143113860014633,Banadir,64,4.1588830833596715,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
384,2020-05,Middle Shabelle,1432,2020,5,0.054107249256939,0.1191719012981683,16,0.3475239749259176,0.5744837060692436,0.3072158360700135,0.2723270029839358,0.0392024139346331,0.0030452511904917,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,15.0,14.0,13.0,12.0,11.0,10.0,188.4820463048475,18,0.009785907225679898,1.2212582042038778e-05,0.0012479764788685989,Banadir,230,5.438079308923196,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
399,2020-06,Lower Shabelle,1433,2020,6,0.804853144226116,0.0411989833860188,22,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,0.991222377932367,0.6587868443993922,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,0.4360472747604675,0.4627965251536148,21.0,20.0,19.0,18.0,17.0,16.0,619.3400355512963,43,0.008508246593928818,8.695186052097994e-06,0.0010219715608974674,Banadir,11,2.3978952727983707,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
401,2020-06,Middle Shabelle,1433,2020,6,0.2340082434177942,0.1315503268166041,17,0.054107249256939,0.3475239749259176,0.5744837060692436,0.3072158360700135,0.2723270029839358,0.0392024139346331,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,16.0,15.0,14.0,13.0,12.0,11.0,188.4820463048475,20,0.009785907225679898,1.5369202501444115e-05,0.0015705444724749373,Banadir,44,3.784189633918261,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
416,2020-07,Lower Shabelle,1434,2020,7,0.7023109355863831,-0.0332665343398981,23,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,0.991222377932367,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,0.4360472747604675,22.0,21.0,20.0,19.0,18.0,17.0,619.3400355512963,30,0.008508246593928818,1.1020236995754159e-05,0.0012952418426162929,Banadir,18429,9.821680789832037,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
418,2020-07,Middle Shabelle,1434,2020,7,0.1556446994228358,0.1389541660136587,18,0.2340082434177942,0.054107249256939,0.3475239749259176,0.5744837060692436,0.3072158360700135,0.2723270029839358,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,17.0,16.0,15.0,14.0,13.0,12.0,188.4820463048475,17,0.009785907225679898,1.1412375599843306e-05,0.0011662051700117569,Banadir,913,6.816735880594968,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
433,2020-08,Lower Shabelle,1435,2020,8,1.0276529370895984,-0.1202987708680081,24,0.7023109355863831,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,-0.0332665343398981,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,23.0,22.0,21.0,20.0,19.0,18.0,619.3400355512963,73,0.008508246593928818,2.9824051232972515e-06,0.0003505311100674244,Banadir,7543,8.928375259853631,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
435,2020-08,Middle Shabelle,1435,2020,8,0.3285018194265017,0.1161113475981224,19,0.1556446994228358,0.2340082434177942,0.054107249256939,0.3475239749259176,0.5744837060692436,0.3072158360700135,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,18.0,17.0,16.0,15.0,14.0,13.0,188.4820463048475,16,0.009785907225679898,1.2597782896464542e-05,0.0012873392937351583,Banadir,3556,8.176391596633795,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
450,2020-09,Lower Shabelle,1436,2020,9,1.0396283829238775,-0.1887545183568926,25,1.0276529370895984,0.7023109355863831,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,24.0,23.0,22.0,21.0,20.0,19.0,619.3400355512963,64,0.008508246593928818,-2.408173073593976e-06,-0.0002830398774892541,Banadir,1357,7.2130316598348685,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
452,2020-09,Middle Shabelle,1436,2020,9,0.2816677687922087,0.0852958225854196,20,0.3285018194265017,0.1556446994228358,0.2340082434177942,0.054107249256939,0.3475239749259176,0.5744837060692436,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,19.0,18.0,17.0,16.0,15.0,14.0,188.4820463048475,12,0.009785907225679898,1.330680400695452e-05,0.001359792577231387,Banadir,1188,7.08002649992259,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
467,2020-10,Lower Shabelle,1437,2020,10,1.197764851548167,-0.1285418390246726,26,1.0396283829238775,1.0276529370895984,0.7023109355863831,0.804853144226116,0.4098700579028002,0.8339844726295664,-0.1887545183568926,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,0.1522336980148802,0.1201154138652622,25.0,24.0,23.0,22.0,21.0,20.0,619.3400355512963,48,0.008508246593928818,-8.708459313218495e-06,-0.0010235316074915532,Banadir,209,5.342334251964811,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
469,2020-10,Middle Shabelle,1437,2020,10,0.335223575256068,0.0742876805249436,21,0.2816677687922087,0.3285018194265017,0.1556446994228358,0.2340082434177942,0.054107249256939,0.3475239749259176,0.0852958225854196,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,20.0,19.0,18.0,17.0,16.0,15.0,188.4820463048475,17,0.009785907225679898,1.1119284795820437e-05,0.0011362548754438964,Banadir,120,4.787491742782046,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
484,2020-11,Lower Shabelle,1438,2020,11,1.1579661508772563,-0.0270040880036086,27,1.197764851548167,1.0396283829238775,1.0276529370895984,0.7023109355863831,0.804853144226116,0.4098700579028002,-0.1285418390246726,-0.1887545183568926,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,0.1522336980148802,26.0,25.0,24.0,23.0,22.0,21.0,619.3400355512963,66,0.008508246593928818,-1.366398867949107e-05,-0.001605969987898706,Banadir,778,6.656726524178391,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
486,2020-11,Middle Shabelle,1438,2020,11,0.222528943050844,0.1171268113369072,22,0.335223575256068,0.2816677687922087,0.3285018194265017,0.1556446994228358,0.2340082434177942,0.054107249256939,0.0742876805249436,0.0852958225854196,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,21.0,20.0,19.0,18.0,17.0,16.0,188.4820463048475,13,0.009785907225679898,8.168267467738789e-06,0.0008346970065589682,Banadir,34,3.526360524616161,7028.832067289627,2.3296512902,16.3040864778,0.0136187814563,120.946453197,9.576398022961404e-05
501,2020-12,Lower Shabelle,1439,2020,12,1.2893656371428883,-0.0331671188760888,28,1.1579661508772563,1.197764851548167,1.0396283829238775,1.0276529370895984,0.7023109355863831,0.804853144226116,-0.0270040880036086,-0.1285418390246726,-0.1887545183568926,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,27.0,26.0,25.0,24.0,23.0,22.0,619.3400355512963,89,0.008508246593928818,-9.30517716112703e-06,-0.001093665664059017,Banadir,5,1.6094379124341003,7028.832067289627,2.3296512902,16.3040864778,0.0264198642755,144.922380347,7.239026010310133e-05
538,2020-04,Mudug,1431,2020,4,-0.1586285044702363,0.206812766290127,0,0.1912111320622943,0.196851894583196,0.1662497263937417,0.1476666979804699,-0.1451717353774993,0.2066738430328934,0.1851848641184435,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,4.0,3.0,2.0,1.0,0.0,8.0,82.63624892085382,3,0.002849763553882418,1.4959456358592474e-06,0.0005249367561814816,Bari,11,2.3978952727983707,69.67642668811342,0.00442013776548,446.431323502,0.00499577029807,409.944703613,8.12115231303655e-06
549,2020-05,Gedo,1432,2020,5,0.4424544657545545,0.1538960301198602,23,0.7874769702034209,1.1248477526573024,0.9855295666796748,1.1191833120691883,0.8421812204224705,1.0371425563974104,-0.0114068804753864,0.5036166029485334,0.915188224117944,1.627922130450815,1.804372778553542,1.030005663392564,22.0,21.0,20.0,19.0,18.0,17.0,86.58471874504428,11,0.000943609458175678,4.484196237393186e-07,0.0004752173898365412,Bari,17,2.833213344056216,69.67642668811342,0.00442013776548,446.431323502,0.00360478616549,225.183784591,8.903988095585967e-07
567,2020-06,Hiraan,1433,2020,6,0.2120930698233256,0.1105416602303258,17,0.0208817452593342,0.298554074568608,0.6028805149717118,0.4064624184293792,0.3867097017618971,0.1605098414939922,0.1089296306275935,0.1616541420962532,0.1665632380660331,0.2580985978051617,0.3685799608196031,0.3024959276028192,16.0,15.0,14.0,13.0,12.0,11.0,53.960928290545255,31,0.001472123776035231,3.503285173319812e-07,0.00023797490607447205,Bari,5,1.6094379124341003,69.67642668811342,0.00442013776548,446.431323502,0.00474754767767,291.044337173,2.1671484119682268e-06
584,2020-07,Hiraan,1434,2020,7,0.1798806701752044,0.1065265534663989,18,0.2120930698233256,0.0208817452593342,0.298554074568608,0.6028805149717118,0.4064624184293792,0.3867097017618971,0.1105416602303258,0.1089296306275935,0.1616541420962532,0.1665632380660331,0.2580985978051617,0.3685799608196031,17.0,16.0,15.0,14.0,13.0,12.0,53.960928290545255,20,0.001472123776035231,2.3606667603087478e-07,0.0001603578991616159,Bari,22,3.0910424533583156,69.67642668811342,0.00442013776548,446.431323502,0.00474754767767,291.044337173,2.1671484119682268e-06
601,2020-08,Hiraan,1435,2020,8,0.3570053540405363,0.0527056589770936,19,0.1798806701752044,0.2120930698233256,0.0208817452593342,0.298554074568608,0.6028805149717118,0.4064624184293792,0.1065265534663989,0.1105416602303258,0.1089296306275935,0.1616541420962532,0.1665632380660331,0.2580985978051617,18.0,17.0,16.0,15.0,14.0,13.0,53.960928290545255,12,0.001472123776035231,2.3956018342448186e-07,0.00016273100626747073,Bari,32,3.4657359027997265,69.67642668811342,0.00442013776548,446.431323502,0.00474754767767,291.044337173,2.1671484119682268e-06
603,2020-08,Lower Shabelle,1435,2020,8,1.0276529370895984,-0.1202987708680081,24,0.7023109355863831,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,-0.0332665343398981,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,23.0,22.0,21.0,20.0,19.0,18.0,619.3400355512963,73,0.0011174685844396928,5.144665525052336e-08,4.603856964472885e-05,Bari,20,2.995732273553991,69.67642668811342,0.00442013776548,446.431323502,0.0264198642755,144.922380347,1.2487360372096508e-06
605,2020-08,Middle Shabelle,1435,2020,8,0.3285018194265017,0.1161113475981224,19,0.1556446994228358,0.2340082434177942,0.054107249256939,0.3475239749259176,0.5744837060692436,0.3072158360700135,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,18.0,17.0,16.0,15.0,14.0,13.0,188.4820463048475,16,0.0014312277549621796,2.694693846841637e-07,0.0001882784789142693,Bari,20,2.995732273553991,69.67642668811342,0.00442013776548,446.431323502,0.0136187814563,120.946453197,2.0484128865740805e-06
618,2020-09,Hiraan,1436,2020,9,0.3154625940348944,0.001205315000163,20,0.3570053540405363,0.1798806701752044,0.2120930698233256,0.0208817452593342,0.298554074568608,0.6028805149717118,0.0527056589770936,0.1065265534663989,0.1105416602303258,0.1089296306275935,0.1616541420962532,0.1665632380660331,19.0,18.0,17.0,16.0,15.0,14.0,53.960928290545255,19,0.001472123776035231,2.3085885117715478e-07,0.00015682027213697407,Bari,16,2.772588722239781,69.67642668811342,0.00442013776548,446.431323502,0.00474754767767,291.044337173,2.1671484119682268e-06
722,2020-05,Lower Shabelle,1432,2020,5,0.4098700579028002,0.1522336980148802,21,0.8339844726295664,1.1951183678890795,0.9109204970328044,0.991222377932367,0.6587868443993922,0.7391795156901699,0.1201154138652622,0.201488211122693,0.3360359196500412,0.4360472747604675,0.4627965251536148,0.2943914913680741,20.0,19.0,18.0,17.0,16.0,15.0,619.3400355512963,64,0.009680283144933806,1.8881033465146203e-05,0.0019504629340338692,Bay,11,2.3978952727983707,110.80301017507486,0.00775447743021,167.612994088,0.0264198642755,144.922380347,9.370788176608954e-05
756,2020-07,Lower Shabelle,1434,2020,7,0.7023109355863831,-0.0332665343398981,23,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,0.991222377932367,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,0.4360472747604675,22.0,21.0,20.0,19.0,18.0,17.0,619.3400355512963,30,0.009680283144933806,1.4265497374392973e-05,0.0014736653009843879,Bay,600,6.396929655216146,110.80301017507486,0.00775447743021,167.612994088,0.0264198642755,144.922380347,9.370788176608954e-05
773,2020-08,Lower Shabelle,1435,2020,8,1.0276529370895984,-0.1202987708680081,24,0.7023109355863831,0.804853144226116,0.4098700579028002,0.8339844726295664,1.1951183678890795,0.9109204970328044,-0.0332665343398981,0.0411989833860188,0.1522336980148802,0.1201154138652622,0.201488211122693,0.3360359196500412,23.0,22.0,21.0,20.0,19.0,18.0,619.3400355512963,73,0.009680283144933806,3.860669464020137e-06,0.0003988178244600857,Bay,127,4.844187086458591,110.80301017507486,0.00775447743021,167.612994088,0.0264198642755,144.922380347,9.370788176608954e-05
824,2020-11,Lower Shabelle,1438,2020,11,1.1579661508772563,-0.0270040880036086,27,1.197764851548167,1.0396283829238775,1.0276529370895984,0.7023109355863831,0.804853144226116,0.4098700579028002,-0.1285418390246726,-0.1887545183568926,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,0.1522336980148802,26.0,25.0,24.0,23.0,22.0,21.0,619.3400355512963,66,0.009680283144933806,-1.768778608900287e-05,-0.001827197182580326,Bay,20,2.995732273553991,110.80301017507486,0.00775447743021,167.612994088,0.0264198642755,144.922380347,9.370788176608954e-05
841,2020-12,Lower Shabelle,1439,2020,12,1.2893656371428883,-0.0331671188760888,28,1.1579661508772563,1.197764851548167,1.0396283829238775,1.0276529370895984,0.7023109355863831,0.804853144226116,-0.0270040880036086,-0.1285418390246726,-0.1887545183568926,-0.1202987708680081,-0.0332665343398981,0.0411989833860188,27.0,26.0,25.0,24.0,23.0,22.0,619.3400355512963,89,0.009680283144933806,-1.2045383453319733e-05,-0.0012443213977293326,Bay,26,3.2580965380214817,110.80301017507486,0.00775447743021,167.612994088,0.0264198642755,144.922380347,9.370788176608954e-05
1639,2020-09,Hiraan,1436,2020,9,0.3154625940348944,0.001205315000163,20,0.3570053540405363,0.1798806701752044,0.2120930698233256,0.0208817452593342,0.298554074568608,0.6028805149717118,0.0527056589770936,0.1065265534663989,0.1105416602303258,0.1089296306275935,0.1616541420962532,0.1665632380660331,19.0,18.0,17.0,16.0,15.0,14.0,53.960928290545255,19,0.004495079521685893,2.152447832454473e-06,0.0004788453290025871,Lower Shabelle,12,2.4849066497880004,619.3400355512963,0.0264198642755,144.922380347,0.00474754767767,291.044337173,2.020573990627988e-05
1740,2020-05,Gedo,1432,2020,5,0.4424544657545545,0.1538960301198602,23,0.7874769702034209,1.1248477526573024,0.9855295666796748,1.1191833120691883,0.8421812204224705,1.0371425563974104,-0.0114068804753864,0.5036166029485334,0.915188224117944,1.627922130450815,1.804372778553542,1.030005663392564,22.0,21.0,20.0,19.0,18.0,17.0,86.58471874504428,11,0.006624219420370121,2.2098839025228588e-05,0.003336066881672503,Middle Juba,1526,7.330405211844402,67.99535156798989,0.00549966068232,293.21701095,0.00360478616549,225.183784591,4.3880282929208667e-05
1757,2020-06,Gedo,1433,2020,6,0.8877314286444682,-0.2360989972817439,24,0.4424544657545545,0.7874769702034209,1.1248477526573024,0.9855295666796748,1.1191833120691883,0.8421812204224705,0.1538960301198602,-0.0114068804753864,0.5036166029485334,0.915188224117944,1.627922130450815,1.804372778553542,23.0,22.0,21.0,20.0,19.0,18.0,86.58471874504428,10,0.006624219420370121,-5.005371425996215e-07,-7.556167917089535e-05,Middle Juba,202,5.308267697401204,67.99535156798989,0.00549966068232,293.21701095,0.00360478616549,225.183784591,4.3880282929208667e-05
1772,2020-07,Bay,1434,2020,7,0.7747084080801139,-0.3851240948472638,25,0.84795389598592,0.4217591011832453,0.8382062684048343,1.2069646366504392,0.9914644808183518,1.0957516522394135,-0.1392594483231461,0.1705976075176359,-0.0152281922431872,0.4093012652213402,0.7547038262947035,1.2227129810919295,24.0,23.0,22.0,21.0,20.0,19.0,110.80301017507486,20,0.006134354429537508,6.4196398781426915e-06,0.001046506189344311,Middle Juba,17,2.833213344056216,67.99535156798989,0.00549966068232,293.21701095,0.00775447743021,167.612994088,3.763030426718644e-05
2400,2020-04,Bari,1431,2020,4,0.8083641021758188,0.2286141569994982,19,1.1769781747356896,1.3720421225590158,1.8940601460743705,1.922863373929813,1.587124006932486,1.812432172246501,0.2093499347707191,0.19931836669239,0.1059776927120519,0.0397719283588131,0.2362076364799005,0.2261675852022191,18.0,17.0,16.0,15.0,14.0,13.0,69.67642668811342,7,0.0037989019083814746,2.8764940446853237e-06,0.0007571909236031989,Sanaag,38,3.6375861597263857,25.91881015722032,0.00295822934146,449.654260778,0.00442013776548,446.431323502,1.443165570950441e-05
