,time,Previous (Departure) Region,Banadir,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,yr_mth,sum_disp,population_density,inv_distance,log_disp_ban,x,x_dist,inv_distance_2,Disp_log,gdp_mean,accessibility_to_cities_mean,shapeName
0,2022-01,Bakool,3048,1297,1452,Bakool,2022,1,1.054422718993279,0.5924635795945545,8,0.8628358039352968,0.763590676708823,0.6044369918064462,0.6976746152970774,0.6248075138843961,0.1971729795557974,0.5493644456310491,0.4191848196240749,0.1916000070509175,-0.3485112520638359,-0.2697887870619426,-0.0924840300386976,7.0,6.0,5.0,4.0,3.0,2.0,9,2022-01,2077,121.81299458937367,0.004339161252142711,8.022240916806537,1.4377129894219834e-05,0.003313343076872356,1.8828320372096697e-05,8.022240916806537,0.00422181760533,190.209429943,Bakool
1,2022-01,Bay,34277,1300,1452,Bay,2022,1,1.1702301978500431,0.5430375612074938,43,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.9100995182711524,0.9402329215297264,0.6774742344365732,0.4919511648267749,0.348052528216713,0.0635840777328635,-0.410537538310712,-0.3230347505415,-0.1295442537618995,42.0,41.0,40.0,39.0,38.0,37.0,10,2022-01,9886,116.63858187398264,0.0048678032659052834,10.442229854296327,2.5781573668302256e-05,0.005296346680417365,2.3695508635558144e-05,10.442229854296327,0.00775447743021,167.612994088,Bay
2,2022-01,Galgaduud,18,1301,1452,Galgaduud,2022,1,0.5390683642379399,0.2345477880042063,6,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.3625486811329599,0.2147947276578247,-0.4816599440650357,0.1107831436936235,0.1467965885013168,0.1471661595411663,0.1348486054746306,0.1442387700307299,0.1600157980422307,5.0,4.0,3.0,2.0,1.0,0.0,17,2022-01,117578,58.70440169785496,0.003565472503646411,2.8903717578961645,2.46449756687509e-06,0.0006912120523590203,1.2712594174258607e-05,2.8903717578961645,0.00343411415692,266.761255947,Galgaduud
3,2022-01,Hiraan,290,1303,1452,Hiraan,2022,1,0.7074664658997607,0.287697628442261,6,0.487568026514266,0.4014035983033094,0.2534979918103787,0.4376681087160884,0.3574909010167173,-0.1133009886935445,0.1834727729966705,0.1840254337699723,0.1309819575188882,0.0441621688582177,0.0709674453561464,0.1211278258186321,5.0,4.0,3.0,2.0,1.0,0.0,21,2022-01,669,56.80291916884319,0.006016509264782172,5.66988092298052,1.4530161483274359e-05,0.002415048468108762,3.6198383733209706e-05,5.66988092298052,0.00474754767767,291.044337173,Hiraan
4,2022-01,Lower Juba,132,1304,1452,Lower Juba,2022,1,1.2923044623514308,0.6198379672550162,163,1.3691994487692771,1.538599996036779,1.288544843974607,1.2482534520681692,1.2395998862860445,1.204901177809093,0.5773334109127387,0.922478870971114,0.4011303979237886,0.1488567646994079,0.0142916200682933,0.0786878624508346,162.0,161.0,160.0,159.0,158.0,157.0,29,2022-01,1385,152.59457104729574,0.0023353638652866275,4.882801922586371,8.391408034509499e-06,0.003593190833874442,5.4539243832864975e-06,4.882801922586371,0.00433408406371,233.19701474,Lower Juba
5,2022-01,Lower Shabelle,18721,1305,1452,Lower Shabelle,2022,1,0.9839379846427464,0.246131161855701,41,0.8769124767538071,0.951982268442661,0.7492373834195851,0.7886602955152776,0.8153566679012418,0.6051753575697618,0.2108056632384981,0.1790550605294139,0.0558833163045725,-0.0565049901110351,-0.0298245782648899,0.0512808992460594,40.0,39.0,38.0,37.0,36.0,35.0,45,2022-01,1303,651.9581789477397,0.008508246593928818,9.837401167408268,6.891424402610466e-05,0.0080996998929579,7.239026010310133e-05,9.837401167408268,0.0264198642755,144.922380347,Lower Shabelle
6,2022-01,Middle Juba,254,1306,1452,Middle Juba,2022,1,1.2412508889579938,0.3711581976814715,163,1.2455684113023788,1.4102474513527814,1.1796885338849348,1.1567814956301454,1.1793327711659272,1.0591514807880658,0.3837113155695925,0.3915602231105315,0.1678835701430376,-0.0853499057597849,-0.1034422562699156,0.0249693099450029,162.0,161.0,160.0,159.0,158.0,157.0,1,2022-01,725,71.57637084443164,0.0031030528715675202,5.537334267018537,1.3579184037995357e-05,0.004376072403541025,9.628937123743433e-06,5.537334267018537,0.00549966068232,293.21701095,Middle Juba
7,2022-01,Middle Shabelle,234,1307,1452,Middle Shabelle,2022,1,0.3808112643155104,0.1791411821595466,6,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.2564923891016407,0.2405724797560306,-0.0405861724663768,0.1070071270260876,0.1171268113369072,0.0742876805249436,0.0852958225854196,0.1161113475981224,0.1389541660136587,5.0,4.0,3.0,2.0,1.0,0.0,21,2022-01,1017,198.4086833984086,0.009785907225679898,5.455321115357701,1.8749234897085354e-05,0.001915942432796026,9.576398022961404e-05,5.455321115357701,0.0136187814563,120.946453197,Middle Shabelle
8,2022-01,Mudug,41,1308,1452,Mudug,2022,1,0.453452928433778,0.1345613667310362,3,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.3372246430321975,0.1591191999452494,-0.7275198548481583,0.0632129805140632,0.2036611554941206,0.226562483429295,0.2327336772430206,0.2226834906995919,0.103863217891218,2.0,1.0,0.0,2.0,1.0,0.0,2,2022-01,79779,86.98840946186222,0.002220736057353776,3.7135720667043075,6.444242846990269e-07,0.00029018499635067907,4.931668636431193e-06,3.7135720667043075,0.00499577029807,409.944703613,Mudug
9,2022-02,Bakool,1010,1315,1453,Bakool,2022,2,1.181496841814472,-0.2296161961933013,9,1.054422718993279,0.8628358039352968,0.763590676708823,0.6044369918064462,0.6976746152970774,0.6248075138843961,0.5924635795945545,0.5493644456310491,0.4191848196240749,0.1916000070509175,-0.3485112520638359,-0.2697887870619426,8.0,7.0,6.0,5.0,4.0,3.0,5,2022-02,1191,121.81299458937367,0.004339161252142711,6.917705609835305,1.624574894500938e-05,0.0037439836873974447,1.8828320372096697e-05,6.917705609835305,0.00422181760533,190.209429943,Bakool
10,2022-02,Bay,30236,1318,1453,Bay,2022,2,1.1558620238130386,-0.2702868204323352,44,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.9100995182711524,0.9402329215297264,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,-0.410537538310712,-0.3230347505415,43.0,42.0,41.0,40.0,39.0,38.0,26,2022-02,4198,116.63858187398264,0.0048678032659052834,10.316788546412067,2.5235489681685583e-05,0.0051841638421252926,2.3695508635558144e-05,10.316788546412067,0.00775447743021,167.612994088,Bay
11,2022-02,Galgaduud,18,1319,1453,Galgaduud,2022,2,0.7414601989933935,0.2076155167797595,7,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.3625486811329599,0.2147947276578247,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,0.1348486054746306,0.1442387700307299,6.0,5.0,4.0,3.0,2.0,1.0,9,2022-02,731,58.70440169785496,0.003565472503646411,2.8903717578961645,3.1811744039681092e-06,0.000892216782127676,1.2712594174258607e-05,2.8903717578961645,0.00343411415692,266.761255947,Galgaduud
12,2022-02,Hiraan,143,1321,1453,Hiraan,2022,2,0.8513738924080079,0.1342251714945293,7,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.4376681087160884,0.3574909010167173,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,0.0441621688582177,0.0709674453561464,6.0,5.0,4.0,3.0,2.0,1.0,12,2022-02,198,56.80291916884319,0.006016509264782172,4.962844630259907,1.7649174519807165e-05,0.002933457548734641,3.6198383733209706e-05,4.962844630259907,0.00474754767767,291.044337173,Hiraan
13,2022-02,Lower Juba,5,1322,1453,Lower Juba,2022,2,1.1418586702350384,0.2203692287191772,164,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,1.2482534520681692,1.2395998862860445,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,0.1488567646994079,0.0142916200682933,163.0,162.0,161.0,160.0,159.0,158.0,34,2022-02,2969,152.59457104729574,0.0023353638652866275,1.6094379124341003,7.467510259225192e-06,0.0031975789170261386,5.4539243832864975e-06,1.6094379124341003,0.00433408406371,233.19701474,Lower Juba
14,2022-02,Lower Shabelle,22163,1323,1453,Lower Shabelle,2022,2,0.9880664689637804,0.0631539870673694,42,0.9839379846427464,0.8769124767538071,0.951982268442661,0.7492373834195851,0.7886602955152776,0.8153566679012418,0.246131161855701,0.2108056632384981,0.1790550605294139,0.0558833163045725,-0.0565049901110351,-0.0298245782648899,41.0,40.0,39.0,38.0,37.0,36.0,52,2022-02,1056,651.9581789477397,0.008508246593928818,10.006179510759674,6.347992227986289e-05,0.007460987593514263,7.239026010310133e-05,10.006179510759674,0.0264198642755,144.922380347,Lower Shabelle
15,2022-02,Middle Juba,1140,1324,1453,Middle Juba,2022,2,1.1813969665573347,-0.0613051015750227,164,1.2412508889579938,1.2455684113023788,1.4102474513527814,1.1796885338849348,1.1567814956301454,1.1793327711659272,0.3711581976814715,0.3837113155695925,0.3915602231105315,0.1678835701430376,-0.0853499057597849,-0.1034422562699156,163.0,162.0,161.0,160.0,159.0,158.0,1,2022-02,1358,71.57637084443164,0.0031030528715675202,7.038783541388541,1.1993499915751604e-05,0.0038650646354256406,9.628937123743433e-06,7.038783541388541,0.00549966068232,293.21701095,Middle Juba
16,2022-02,Middle Shabelle,413,1325,1453,Middle Shabelle,2022,2,0.4448583611248862,0.1777708987015868,7,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.2564923891016407,0.2405724797560306,0.1791411821595466,0.1070071270260876,0.1171268113369072,0.0742876805249436,0.0852958225854196,0.1161113475981224,6.0,5.0,4.0,3.0,2.0,1.0,15,2022-02,1372,198.4086833984086,0.009785907225679898,6.023447592961032,2.1645792440633082e-05,0.0022119351779496554,9.576398022961404e-05,6.023447592961032,0.0136187814563,120.946453197,Middle Shabelle
17,2022-02,Mudug,16,1326,1453,Mudug,2022,2,0.6422945436739754,0.1842036176883258,4,0.453452928433778,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.3372246430321975,0.1591191999452494,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,0.2327336772430206,0.2226834906995919,3.0,2.0,1.0,0.0,2.0,1.0,5,2022-02,1871,86.98840946186222,0.002220736057353776,2.772588722239781,6.871472298205125e-07,0.00030942318766117373,4.931668636431193e-06,2.772588722239781,0.00499577029807,409.944703613,Mudug
18,2022-03,Bay,11867,1336,1454,Bay,2022,3,0.8696776506105579,0.0550444624803402,45,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.9100995182711524,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,-0.410537538310712,44.0,43.0,42.0,41.0,40.0,39.0,15,2022-03,4920,116.63858187398264,0.0048678032659052834,9.38151671766514,2.772919975874661e-05,0.005696450378955426,2.3695508635558144e-05,9.38151671766514,0.00775447743021,167.612994088,Bay
19,2022-03,Galgaduud,26,1337,1454,Galgaduud,2022,3,0.5872532437387161,0.1787644719596218,8,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.3625486811329599,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,0.1348486054746306,7.0,6.0,5.0,4.0,3.0,2.0,11,2022-03,1916,58.70440169785496,0.003565472503646411,3.2580965380214817,6.852957346738352e-06,0.001922033430276023,1.2712594174258607e-05,3.2580965380214817,0.00343411415692,266.761255947,Galgaduud
20,2022-03,Hiraan,102,1339,1454,Hiraan,2022,3,0.7004775718765291,0.1382000792579754,8,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.4376681087160884,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,0.0441621688582177,7.0,6.0,5.0,4.0,3.0,2.0,17,2022-03,0,56.80291916884319,0.006016509264782172,4.624972813284271,2.5609142611017256e-05,0.00425647854660861,3.6198383733209706e-05,4.624972813284271,0.00474754767767,291.044337173,Hiraan
21,2022-03,Lower Juba,102,1340,1454,Lower Juba,2022,3,0.7771876684578174,-0.2089341710589485,165,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,1.2482534520681692,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,0.1488567646994079,164.0,163.0,162.0,161.0,160.0,159.0,31,2022-03,7674,152.59457104729574,0.0023353638652866275,4.624972813284271,7.048130817848416e-06,0.0030180011443241943,5.4539243832864975e-06,4.624972813284271,0.00433408406371,233.19701474,Lower Juba
22,2022-03,Lower Shabelle,8978,1341,1454,Lower Shabelle,2022,3,0.7232692759649582,0.1053495185729729,43,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.7492373834195851,0.7886602955152776,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,0.0558833163045725,-0.0565049901110351,42.0,41.0,40.0,39.0,38.0,37.0,34,2022-03,747,651.9581789477397,0.008508246593928818,9.102532419341877,7.122752663360974e-05,0.008371587006473833,7.239026010310133e-05,9.102532419341877,0.0264198642755,144.922380347,Lower Shabelle
23,2022-03,Middle Shabelle,477,1343,1454,Middle Shabelle,2022,3,0.3458029066401339,0.1275279286925687,8,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.2564923891016407,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,0.0742876805249436,0.0852958225854196,7.0,6.0,5.0,4.0,3.0,2.0,10,2022-03,1407,198.4086833984086,0.009785907225679898,6.167516490888341,3.6468002387124864e-05,0.0037265837030854504,9.576398022961404e-05,6.167516490888341,0.0136187814563,120.946453197,Middle Shabelle
24,2022-03,Mudug,48,1344,1454,Mudug,2022,3,0.470268185176852,0.1851848641184435,5,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.3372246430321975,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,0.2327336772430206,4.0,3.0,2.0,1.0,0.0,2.0,5,2022-03,6516,86.98840946186222,0.002220736057353776,3.8712010109078907,2.2362795852547414e-06,0.001006999268485552,4.931668636431193e-06,3.8712010109078907,0.00499577029807,409.944703613,Mudug
25,2022-04,Bay,2425,1354,1455,Bay,2022,4,0.9878518872665276,0.9828797309496704,46,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,45.0,44.0,43.0,42.0,41.0,40.0,22,2022-04,739,116.63858187398264,0.0048678032659052834,7.793586803371583,2.7388738566775567e-05,0.005626508934453,2.3695508635558144e-05,7.793586803371583,0.00775447743021,167.612994088,Bay
26,2022-04,Galgaduud,41,1355,1455,Galgaduud,2022,4,0.4216031332743106,0.2305549447788159,9,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.1787644719596218,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,8.0,7.0,6.0,5.0,4.0,3.0,12,2022-04,3614,58.70440169785496,0.003565472503646411,3.7135720667043075,9.425882606168042e-06,0.002643655952059141,1.2712594174258607e-05,3.7135720667043075,0.00343411415692,266.761255947,Galgaduud
27,2022-04,Hiraan,37,1357,1455,Hiraan,2022,4,0.6193872592895215,0.3369761194113926,9,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,8.0,7.0,6.0,5.0,4.0,3.0,8,2022-04,165,56.80291916884319,0.006016509264782172,3.6109179126442243,3.0818358857821465e-05,0.005122298911466439,3.6198383733209706e-05,3.6109179126442243,0.00474754767767,291.044337173,Hiraan
28,2022-04,Lower Juba,22,1358,1455,Lower Juba,2022,4,1.0435168369666117,0.297939702500302,166,0.7771876684578174,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,-0.2089341710589485,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,165.0,164.0,163.0,162.0,161.0,160.0,34,2022-04,1688,152.59457104729574,0.0023353638652866275,3.0910424533583156,6.227610843861972e-06,0.002666655477731148,5.4539243832864975e-06,3.0910424533583156,0.00433408406371,233.19701474,Lower Juba
29,2022-04,Lower Shabelle,2741,1359,1455,Lower Shabelle,2022,4,0.9361413126857788,0.3927514916737379,44,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.7492373834195851,0.1053495185729729,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,0.0558833163045725,43.0,42.0,41.0,40.0,39.0,38.0,65,2022-04,634,651.9581789477397,0.008508246593928818,7.916078096302786,7.152638868744096e-05,0.008406713169136359,7.239026010310133e-05,7.916078096302786,0.0264198642755,144.922380347,Lower Shabelle
30,2022-04,Middle Shabelle,289,1361,1455,Middle Shabelle,2022,4,0.3868740198117563,0.1604904314189245,9,0.3458029066401339,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,0.0742876805249436,8.0,7.0,6.0,5.0,4.0,3.0,16,2022-04,1082,198.4086833984086,0.009785907225679898,5.666426688112432,4.2601407299742105e-05,0.004353342650536141,9.576398022961404e-05,5.666426688112432,0.0136187814563,120.946453197,Middle Shabelle
31,2022-04,Mudug,17,1362,1455,Mudug,2022,4,0.289195357503746,0.206812766290127,6,0.470268185176852,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.1851848641184435,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,5.0,4.0,3.0,2.0,1.0,0.0,11,2022-04,1628,86.98840946186222,0.002220736057353776,2.833213344056216,3.1675838563878296e-06,0.0014263666525783868,4.931668636431193e-06,2.833213344056216,0.00499577029807,409.944703613,Mudug
32,2022-05,Bakool,890,1369,1456,Bakool,2022,5,1.0434561632383537,1.2278327487852403,12,0.9876206429961768,1.0416475597356258,1.181496841814472,1.054422718993279,0.8628358039352968,0.763590676708823,1.0477289102449832,0.0678811359003665,-0.2296161961933013,0.5924635795945545,0.5493644456310491,0.4191848196240749,11.0,10.0,9.0,8.0,7.0,6.0,14,2022-05,1128,121.81299458937367,0.004339161252142711,6.7912214627261855,1.9612473969515096e-05,0.0045198767295938375,1.8828320372096697e-05,6.7912214627261855,0.00422181760533,190.209429943,Bakool
33,2022-05,Bay,2827,1372,1456,Bay,2022,5,1.1507258632996886,1.1606504109671785,47,0.9878518872665276,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.9828797309496704,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,46.0,45.0,44.0,43.0,42.0,41.0,20,2022-05,867,116.63858187398264,0.0048678032659052834,7.94697135769359,2.0607454280194392e-05,0.004233419707926908,2.3695508635558144e-05,7.94697135769359,0.00775447743021,167.612994088,Bay
34,2022-05,Hiraan,29,1375,1456,Hiraan,2022,5,0.6510893238917685,0.2826603868611642,10,0.6193872592895215,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.3369761194113926,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,9.0,8.0,7.0,6.0,5.0,4.0,16,2022-05,431,56.80291916884319,0.006016509264782172,3.3672958299864737,2.5356155943293586e-05,0.004214429800967257,3.6198383733209706e-05,3.3672958299864737,0.00474754767767,291.044337173,Hiraan
35,2022-05,Lower Shabelle,3191,1377,1456,Lower Shabelle,2022,5,1.0354571679862834,0.423230290156008,45,0.9361413126857788,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.3927514916737379,0.1053495185729729,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,44.0,43.0,42.0,41.0,40.0,39.0,83,2022-05,1190,651.9581789477397,0.008508246593928818,8.068089626278244,5.23576510116851e-05,0.006153753353722218,7.239026010310133e-05,8.068089626278244,0.0264198642755,144.922380347,Lower Shabelle
