,time,Previous (Departure) Region,Gedo,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,inv_distance,x
53,2022-03,Woqooyi Galbeed,0,1349,1454,Woqooyi Galbeed,2022,3,1.9256720267282188,-0.1846413737585071,8,1.7384902429898124,1.140915197240828,0.8507555628503026,0.9173600092014028,0.7252721090910278,1.1873799707452593,-0.2262913291501256,-0.1729951268092957,-0.2025253778569082,-0.1732776226910705,0.0722083389906655,-0.0325832369645388,7.0,6.0,5.0,4.0,3.0,2.0,0,0.0015762300823998511,2.834605259544529e-06
54,2022-04,Awdal,0,1350,1455,Awdal,2022,4,1.7803344194653088,-0.0270016073756892,9,1.8384198458033505,1.647860668328938,1.2021176687602484,1.006870744127056,1.1097765445410086,0.9340698740481548,-0.2755896053521825,-0.3285961509947575,-0.2385481742207353,-0.2628333875893948,-0.1857964102298976,0.1049327833780607,8.0,7.0,6.0,5.0,4.0,3.0,0,0.0015437346539345937,3.927044247908502e-06
55,2022-04,Bakool,416,1351,1455,Bakool,2022,4,0.9876206429961768,1.0477289102449832,11,1.0416475597356258,1.181496841814472,1.054422718993279,0.8628358039352968,0.763590676708823,0.6044369918064462,0.0678811359003665,-0.2296161961933013,0.5924635795945545,0.5493644456310491,0.4191848196240749,0.1916000070509175,10.0,9.0,8.0,7.0,6.0,5.0,8,0.004103844787771367,1.9898228734048326e-05
56,2022-04,Banadir,0,1352,1455,Banadir,2022,4,0.6877655485701168,0.3123612367439993,42,0.5559764535600913,0.7369592798296514,0.7049331248410783,0.5667227813769657,0.5885361902628039,0.4509345540601213,0.1382044002999827,0.1509704671158301,0.228571289992371,0.1484880811758817,0.1338996002979504,0.0447123969255009,41.0,40.0,39.0,38.0,37.0,36.0,85,0.002616749249414958,5.04623775314624e-06
57,2022-04,Bari,0,1353,1455,Bari,2022,4,0.1840005142358764,0.2286141569994982,9,0.2876765002571668,0.5502113359432181,0.7348934792241926,0.852973720850748,1.120914584509283,0.7618666341491416,0.2093499347707191,0.19931836669239,0.1059776927120519,0.0397719283588131,0.2362076364799005,0.2261675852022191,8.0,7.0,6.0,5.0,4.0,3.0,2,0.000943609458175678,4.899075185294866e-07
58,2022-04,Bay,910,1354,1455,Bay,2022,4,0.9878518872665276,0.9828797309496704,46,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,45.0,44.0,43.0,42.0,41.0,40.0,22,0.005642326753641573,3.679785139190099e-05
59,2022-04,Galgaduud,0,1355,1455,Galgaduud,2022,4,0.4216031332743106,0.2305549447788159,9,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.1787644719596218,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,8.0,7.0,6.0,5.0,4.0,3.0,12,0.00178343060323909,2.358306635271109e-06
61,2022-04,Hiraan,0,1357,1455,Hiraan,2022,4,0.6193872592895215,0.3369761194113926,9,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,8.0,7.0,6.0,5.0,4.0,3.0,8,0.002488200557274866,5.270976674248376e-06
62,2022-04,Lower Juba,9,1358,1455,Lower Juba,2022,4,1.0435168369666117,0.297939702500302,166,0.7771876684578174,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,-0.2089341710589485,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,165.0,164.0,163.0,162.0,161.0,160.0,34,0.004275414189499781,2.0872224743304295e-05
63,2022-04,Lower Shabelle,0,1359,1455,Lower Shabelle,2022,4,0.9361413126857788,0.3927514916737379,44,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.7492373834195851,0.1053495185729729,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,0.0558833163045725,43.0,42.0,41.0,40.0,39.0,38.0,65,0.0036731358257020208,1.33309204669204e-05
64,2022-04,Middle Juba,15,1360,1455,Middle Juba,2022,4,1.1072467365474403,0.5348164062675216,166,0.8444842129775667,1.1813969665573347,1.2412508889579938,1.2455684113023788,1.4102474513527814,1.1796885338849348,-0.0068129799322947,-0.0613051015750227,0.3711581976814715,0.3837113155695925,0.3915602231105315,0.1678835701430376,165.0,164.0,163.0,162.0,161.0,160.0,0,0.006624219420370121,5.184003314424472e-05
65,2022-04,Middle Shabelle,0,1361,1455,Middle Shabelle,2022,4,0.3868740198117563,0.1604904314189245,9,0.3458029066401339,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,0.0742876805249436,8.0,7.0,6.0,5.0,4.0,3.0,16,0.0022314676576835808,2.2151490353428157e-06
66,2022-04,Mudug,0,1362,1455,Mudug,2022,4,0.289195357503746,0.206812766290127,6,0.470268185176852,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.1851848641184435,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,5.0,4.0,3.0,2.0,1.0,0.0,11,0.0013544182908195735,1.1782565232978894e-06
67,2022-04,Nugaal,0,1363,1455,Nugaal,2022,4,0.4122904085438447,0.2327581681835263,6,0.6525291932788249,0.9180677454801816,0.699843359740576,0.3285845914808786,0.3132471656021008,-0.0551951011854318,0.2185670737517008,0.2094031618567795,0.1139399752578671,0.0455698636885864,0.2369268966034977,0.2620036209329585,5.0,4.0,3.0,2.0,1.0,0.0,2,0.0011479523568293187,1.2098247298677642e-06
68,2022-04,Sanaag,0,1364,1455,Sanaag,2022,4,1.065478509501933,0.1171255351652517,9,1.3239006270169915,1.578739854612722,1.2461636353679828,0.9159941792265692,0.9178172449821042,0.4777876606578908,0.0682805278398302,0.0585135955062028,0.052559376182004,0.0556622316736382,0.0991973368265734,0.1078463782343433,8.0,7.0,6.0,5.0,4.0,3.0,0,0.001160056757004846,2.1245602359983073e-06
69,2022-04,Sool,0,1365,1455,Sool,2022,4,1.068230230706242,0.1800478135959616,9,1.333713313264574,1.5186932569831049,1.1080530229873429,0.6680752325802594,0.6369192936815411,0.2434857352115295,0.1441526834600773,0.1348152190404009,0.0800894666180937,0.0468585684891949,0.1879169981718459,0.2054640465564217,8.0,7.0,6.0,5.0,4.0,3.0,1,0.0012754984099552702,2.4707562793331427e-06
70,2022-04,Togdheer,0,1366,1455,Togdheer,2022,4,1.6895854528329388,0.0996006011724358,9,1.8406100524609743,1.758926359579594,1.1395093137598202,0.7508382147884904,0.787171135352772,0.5399053070746052,-0.0063136829405922,-0.0181877567572241,-0.0041191792355541,-0.0213620682036838,-0.016666553010298,0.0622345030002352,8.0,7.0,6.0,5.0,4.0,3.0,0,0.0015393206518505699,4.167790202176462e-06
71,2022-04,Woqooyi Galbeed,0,1367,1455,Woqooyi Galbeed,2022,4,1.8417231990864995,0.0201744089763871,9,1.9256720267282188,1.7384902429898124,1.140915197240828,0.8507555628503026,0.9173600092014028,0.7252721090910278,-0.1846413737585071,-0.2262913291501256,-0.1729951268092957,-0.2025253778569082,-0.1732776226910705,0.0722083389906655,8.0,7.0,6.0,5.0,4.0,3.0,1,0.0015762300823998511,4.319281221219078e-06
72,2022-05,Awdal,0,1368,1456,Awdal,2022,5,1.886813156576578,-0.1987607378766393,10,1.7803344194653088,1.8384198458033505,1.647860668328938,1.2021176687602484,1.006870744127056,1.1097765445410086,-0.0270016073756892,-0.2755896053521825,-0.3285961509947575,-0.2385481742207353,-0.2628333875893948,-0.1857964102298976,9.0,8.0,7.0,6.0,5.0,4.0,1,0.0015437346539345937,4.381169002609964e-06
73,2022-05,Bakool,254,1369,1456,Bakool,2022,5,1.0434561632383537,1.2278327487852403,12,0.9876206429961768,1.0416475597356258,1.181496841814472,1.054422718993279,0.8628358039352968,0.763590676708823,1.0477289102449832,0.0678811359003665,-0.2296161961933013,0.5924635795945545,0.5493644456310491,0.4191848196240749,11.0,10.0,9.0,8.0,7.0,6.0,14,0.004103844787771367,1.7542951170357388e-05
74,2022-05,Banadir,0,1370,1456,Banadir,2022,5,0.7217076626135641,0.2818231374256966,43,0.6877655485701168,0.5559764535600913,0.7369592798296514,0.7049331248410783,0.5667227813769657,0.5885361902628039,0.3123612367439993,0.1382044002999827,0.1509704671158301,0.228571289992371,0.1484880811758817,0.1338996002979504,42.0,41.0,40.0,39.0,38.0,37.0,53,0.002616749249414958,3.806980177335991e-06
75,2022-05,Bari,0,1371,1456,Bari,2022,5,0.6916857142008704,0.1496659710589757,10,0.1840005142358764,0.2876765002571668,0.5502113359432181,0.7348934792241926,0.852973720850748,1.120914584509283,0.2286141569994982,0.2093499347707191,0.19931836669239,0.1059776927120519,0.0397719283588131,0.2362076364799005,9.0,8.0,7.0,6.0,5.0,4.0,2,0.000943609458175678,2.5614681336696464e-07
76,2022-05,Bay,1439,1372,1456,Bay,2022,5,1.1507258632996886,1.1606504109671785,47,0.9878518872665276,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.9828797309496704,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,46.0,45.0,44.0,43.0,42.0,41.0,20,0.005642326753641573,2.768692827233269e-05
77,2022-05,Galgaduud,0,1373,1456,Galgaduud,2022,5,0.4631503909408606,0.1161804650243324,10,0.4216031332743106,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.2305549447788159,0.1787644719596218,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,9.0,8.0,7.0,6.0,5.0,4.0,11,0.00178343060323909,1.8678321819211173e-06
79,2022-05,Hiraan,0,1375,1456,Hiraan,2022,5,0.6510893238917685,0.2826603868611642,10,0.6193872592895215,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.3369761194113926,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,9.0,8.0,7.0,6.0,5.0,4.0,16,0.002488200557274866,4.33675612456518e-06
80,2022-05,Lower Juba,0,1376,1456,Lower Juba,2022,5,1.25454705739839,0.2008982062365125,167,1.0435168369666117,0.7771876684578174,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,0.297939702500302,-0.2089341710589485,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,166.0,165.0,164.0,163.0,162.0,161.0,23,0.004275414189499781,1.4206342787095705e-05
81,2022-05,Lower Shabelle,0,1377,1456,Lower Shabelle,2022,5,1.0354571679862834,0.423230290156008,45,0.9361413126857788,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.3927514916737379,0.1053495185729729,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,44.0,43.0,42.0,41.0,40.0,39.0,83,0.0036731358257020208,9.75829612370886e-06
82,2022-05,Middle Juba,151,1378,1456,Middle Juba,2022,5,1.322332947935933,0.5964920496632677,167,1.1072467365474403,0.8444842129775667,1.1813969665573347,1.2412508889579938,1.2455684113023788,1.4102474513527814,0.5348164062675216,-0.0068129799322947,-0.0613051015750227,0.3711581976814715,0.3837113155695925,0.3915602231105315,166.0,165.0,164.0,163.0,162.0,161.0,0,0.006624219420370121,3.705620619470574e-05
83,2022-05,Middle Shabelle,0,1379,1456,Middle Shabelle,2022,5,0.3707743962975676,0.1191719012981683,10,0.3868740198117563,0.3458029066401339,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,9.0,8.0,7.0,6.0,5.0,4.0,26,0.0022314676576835808,1.7219075598032695e-06
84,2022-05,Mudug,0,1380,1456,Mudug,2022,5,0.4076609736425814,0.1254141935297253,7,0.289195357503746,0.470268185176852,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1306706375076662,0.206812766290127,0.1851848641184435,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,6.0,5.0,4.0,3.0,2.0,1.0,4,0.0013544182908195735,8.626829580625263e-07
85,2022-05,Nugaal,0,1381,1456,Nugaal,2022,5,0.6506349595730728,0.1513611822568351,7,0.4122904085438447,0.6525291932788249,0.9180677454801816,0.699843359740576,0.3285845914808786,0.3132471656021008,0.2327581681835263,0.2185670737517008,0.2094031618567795,0.1139399752578671,0.0455698636885864,0.2369268966034977,6.0,5.0,4.0,3.0,2.0,1.0,1,0.0011479523568293187,8.598994560869541e-07
86,2022-05,Sanaag,0,1382,1456,Sanaag,2022,5,1.371820087250021,0.1223724369518897,10,1.065478509501933,1.3239006270169915,1.578739854612722,1.2461636353679828,0.9159941792265692,0.9178172449821042,0.1171255351652517,0.0682805278398302,0.0585135955062028,0.052559376182004,0.0556622316736382,0.0991973368265734,9.0,8.0,7.0,6.0,5.0,4.0,0,0.001160056757004846,1.7816150142504046e-06
87,2022-05,Sool,0,1383,1456,Sool,2022,5,1.2417663882771746,0.1334049522420888,10,1.068230230706242,1.333713313264574,1.5186932569831049,1.1080530229873429,0.6680752325802594,0.6369192936815411,0.1800478135959616,0.1441526834600773,0.1348152190404009,0.0800894666180937,0.0468585684891949,0.1879169981718459,9.0,8.0,7.0,6.0,5.0,4.0,4,0.0012754984099552702,2.1698131129684184e-06
88,2022-05,Togdheer,0,1384,1456,Togdheer,2022,5,1.7651103595901805,0.0679425341814492,10,1.6895854528329388,1.8406100524609743,1.758926359579594,1.1395093137598202,0.7508382147884904,0.787171135352772,0.0996006011724358,-0.0063136829405922,-0.0181877567572241,-0.0041191792355541,-0.0213620682036838,-0.016666553010298,9.0,8.0,7.0,6.0,5.0,4.0,0,0.0015393206518505699,4.361340371582063e-06
89,2022-05,Woqooyi Galbeed,0,1385,1456,Woqooyi Galbeed,2022,5,1.9629168714456449,-0.100647333630275,10,1.8417231990864995,1.9256720267282188,1.7384902429898124,1.140915197240828,0.8507555628503026,0.9173600092014028,0.0201744089763871,-0.1846413737585071,-0.2262913291501256,-0.1729951268092957,-0.2025253778569082,-0.1732776226910705,9.0,8.0,7.0,6.0,5.0,4.0,4,0.0015762300823998511,4.784334601136337e-06
90,2022-06,Awdal,0,1386,1457,Awdal,2022,6,1.575111795168768,0.5439235752321407,11,1.886813156576578,1.7803344194653088,1.8384198458033505,1.647860668328938,1.2021176687602484,1.006870744127056,-0.1987607378766393,-0.0270016073756892,-0.2755896053521825,-0.3285961509947575,-0.2385481742207353,-0.2628333875893948,10.0,9.0,8.0,7.0,6.0,5.0,0,0.0015437346539345937,4.242744654136718e-06
91,2022-06,Bakool,1515,1387,1457,Bakool,2022,6,0.8803796395573933,1.4259744997095294,13,1.0434561632383537,0.9876206429961768,1.0416475597356258,1.181496841814472,1.054422718993279,0.8628358039352968,1.2278327487852403,1.0477289102449832,0.0678811359003665,-0.2296161961933013,0.5924635795945545,0.5493644456310491,12.0,11.0,10.0,9.0,8.0,7.0,3,0.004103844787771367,1.6633054580683934e-05
92,2022-06,Banadir,0,1388,1457,Banadir,2022,6,0.623866184983025,0.308030018580379,44,0.7217076626135641,0.6877655485701168,0.5559764535600913,0.7369592798296514,0.7049331248410783,0.5667227813769657,0.2818231374256966,0.3123612367439993,0.1382044002999827,0.1509704671158301,0.228571289992371,0.1484880811758817,43.0,42.0,41.0,40.0,39.0,38.0,60,0.002616749249414958,4.709389747164994e-06
93,2022-06,Bari,0,1389,1457,Bari,2022,6,0.952232144254548,0.0706698813813843,11,0.6916857142008704,0.1840005142358764,0.2876765002571668,0.5502113359432181,0.7348934792241926,0.852973720850748,0.1496659710589757,0.2286141569994982,0.2093499347707191,0.19931836669239,0.1059776927120519,0.0397719283588131,10.0,9.0,8.0,7.0,6.0,5.0,6,0.000943609458175678,1.6383383883379399e-07
94,2022-06,Bay,2214,1390,1457,Bay,2022,6,0.9595208420211104,1.395390762725958,48,1.1507258632996886,0.9878518872665276,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.1606504109671785,0.9828797309496704,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,47.0,46.0,45.0,44.0,43.0,42.0,29,0.005642326753641573,3.1449105685578246e-05
95,2022-06,Galgaduud,0,1391,1457,Galgaduud,2022,6,0.4349281632976018,0.1307951821822435,11,0.4631503909408606,0.4216031332743106,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1161804650243324,0.2305549447788159,0.1787644719596218,0.2076155167797595,0.2345477880042063,0.1107831436936235,10.0,9.0,8.0,7.0,6.0,5.0,7,0.00178343060323909,1.3409613462755205e-06
97,2022-06,Hiraan,0,1393,1457,Hiraan,2022,6,0.5755233076266698,0.3389528594931721,11,0.6510893238917685,0.6193872592895215,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.2826603868611642,0.3369761194113926,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,10.0,9.0,8.0,7.0,6.0,5.0,11,0.002488200557274866,3.834714483442376e-06
98,2022-06,Lower Juba,0,1394,1457,Lower Juba,2022,6,1.134123229561797,0.3606330115616553,168,1.25454705739839,1.0435168369666117,0.7771876684578174,1.1418586702350384,1.2923044623514308,1.3691994487692771,0.2008982062365125,0.297939702500302,-0.2089341710589485,0.2203692287191772,0.6198379672550162,0.5773334109127387,167.0,166.0,165.0,164.0,163.0,162.0,26,0.004275414189499781,1.9074617999884242e-05
99,2022-06,Lower Shabelle,0,1395,1457,Lower Shabelle,2022,6,0.8649962053635603,0.461263706972635,46,1.0354571679862834,0.9361413126857788,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.423230290156008,0.3927514916737379,0.1053495185729729,0.0631539870673694,0.246131161855701,0.2108056632384981,45.0,44.0,43.0,42.0,41.0,40.0,60,0.0036731358257020208,1.2630350059647703e-05
100,2022-06,Middle Juba,113,1396,1457,Middle Juba,2022,6,1.078014007931302,0.7407264835140419,168,1.322332947935933,1.1072467365474403,0.8444842129775667,1.1813969665573347,1.2412508889579938,1.2455684113023788,0.5964920496632677,0.5348164062675216,-0.0068129799322947,-0.0613051015750227,0.3711581976814715,0.3837113155695925,167.0,166.0,165.0,164.0,163.0,162.0,0,0.006624219420370121,4.858630007214465e-05
101,2022-06,Middle Shabelle,0,1397,1457,Middle Shabelle,2022,6,0.3507123137345554,0.1315503268166041,11,0.3707743962975676,0.3868740198117563,0.3458029066401339,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,0.1070071270260876,10.0,9.0,8.0,7.0,6.0,5.0,12,0.0022314676576835808,1.9264190283356867e-06
102,2022-06,Mudug,0,1398,1457,Mudug,2022,6,0.4211406960077583,0.0819431363861612,8,0.4076609736425814,0.289195357503746,0.470268185176852,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1254141935297253,0.206812766290127,0.1851848641184435,0.1842036176883258,0.1345613667310362,0.0632129805140632,7.0,6.0,5.0,4.0,3.0,2.0,3,0.0013544182908195735,5.305141073395363e-07
103,2022-06,Nugaal,0,1399,1457,Nugaal,2022,6,0.6776988453292393,0.0693517405097075,8,0.6506349595730728,0.4122904085438447,0.6525291932788249,0.9180677454801816,0.699843359740576,0.3285845914808786,0.1513611822568351,0.2327581681835263,0.2185670737517008,0.2094031618567795,0.1139399752578671,0.0455698636885864,7.0,6.0,5.0,4.0,3.0,2.0,3,0.0011479523568293187,5.433140795974023e-07
104,2022-06,Sanaag,0,1400,1457,Sanaag,2022,6,1.293341217116362,0.0720599053750126,11,1.371820087250021,1.065478509501933,1.3239006270169915,1.578739854612722,1.2461636353679828,0.9159941792265692,0.1223724369518897,0.1171255351652517,0.0682805278398302,0.0585135955062028,0.052559376182004,0.0556622316736382,10.0,9.0,8.0,7.0,6.0,5.0,0,0.001160056757004846,1.4338481840339993e-06
105,2022-06,Sool,0,1401,1457,Sool,2022,6,1.1013815909274196,0.0684393251058053,11,1.2417663882771746,1.068230230706242,1.333713313264574,1.5186932569831049,1.1080530229873429,0.6680752325802594,0.1334049522420888,0.1800478135959616,0.1441526834600773,0.1348152190404009,0.0800894666180937,0.0468585684891949,10.0,9.0,8.0,7.0,6.0,5.0,3,0.0012754984099552702,1.7378996964363957e-06
106,2022-06,Togdheer,0,1402,1457,Togdheer,2022,6,1.4167228706674786,0.1313343548371887,11,1.7651103595901805,1.6895854528329388,1.8406100524609743,1.758926359579594,1.1395093137598202,0.7508382147884904,0.0679425341814492,0.0996006011724358,-0.0063136829405922,-0.0181877567572241,-0.0041191792355541,-0.0213620682036838,10.0,9.0,8.0,7.0,6.0,5.0,0,0.0015393206518505699,4.00348636411367e-06
