,time,Previous (Departure) Region,Gedo,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,inv_distance,x
107,2022-06,Woqooyi Galbeed,0,1403,1457,Woqooyi Galbeed,2022,6,1.5986634929318104,0.4397651578671362,11,1.9629168714456449,1.8417231990864995,1.9256720267282188,1.7384902429898124,1.140915197240828,0.8507555628503026,-0.100647333630275,0.0201744089763871,-0.1846413737585071,-0.2262913291501256,-0.1729951268092957,-0.2025253778569082,10.0,9.0,8.0,7.0,6.0,5.0,5,0.0015762300823998511,4.575763632021983e-06
108,2022-07,Awdal,0,1404,1458,Awdal,2022,7,1.3406469041262354,0.5210618943797205,12,1.575111795168768,1.886813156576578,1.7803344194653088,1.8384198458033505,1.647860668328938,1.2021176687602484,0.5439235752321407,-0.1987607378766393,-0.0270016073756892,-0.2755896053521825,-0.3285961509947575,-0.2385481742207353,11.0,10.0,9.0,8.0,7.0,6.0,0,0.0015437346539345937,4.496495908799169e-06
109,2022-07,Bakool,4124,1405,1458,Bakool,2022,7,0.7805184021970233,1.099043770619714,14,0.8803796395573933,1.0434561632383537,0.9876206429961768,1.0416475597356258,1.181496841814472,1.054422718993279,1.4259744997095294,1.2278327487852403,1.0477289102449832,0.0678811359003665,-0.2296161961933013,0.5924635795945545,13.0,12.0,11.0,10.0,9.0,8.0,11,0.004103844787771367,1.75734108422861e-05
110,2022-07,Banadir,0,1406,1458,Banadir,2022,7,0.5970212339719152,0.2815789488489406,45,0.623866184983025,0.7217076626135641,0.6877655485701168,0.5559764535600913,0.7369592798296514,0.7049331248410783,0.308030018580379,0.2818231374256966,0.3123612367439993,0.1382044002999827,0.1509704671158301,0.228571289992371,44.0,43.0,42.0,41.0,40.0,39.0,55,0.002616749249414958,4.941804185785307e-06
111,2022-07,Bari,0,1407,1458,Bari,2022,7,1.1142886218204973,0.0505982620253739,12,0.952232144254548,0.6916857142008704,0.1840005142358764,0.2876765002571668,0.5502113359432181,0.7348934792241926,0.0706698813813843,0.1496659710589757,0.2286141569994982,0.2093499347707191,0.19931836669239,0.1059776927120519,11.0,10.0,9.0,8.0,7.0,6.0,5,0.000943609458175678,6.158761365131428e-07
112,2022-07,Bay,4974,1408,1458,Bay,2022,7,0.9059543679060416,1.0405778747236625,49,0.9595208420211104,1.1507258632996886,0.9878518872665276,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.395390762725958,1.1606504109671785,0.9828797309496704,0.0550444624803402,-0.2702868204323352,0.5430375612074938,48.0,47.0,46.0,45.0,44.0,43.0,9,0.005642326753641573,3.6634337350085064e-05
113,2022-07,Galgaduud,0,1409,1458,Galgaduud,2022,7,0.4713449012957401,0.1600157980422307,12,0.4349281632976018,0.4631503909408606,0.4216031332743106,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.1307951821822435,0.1161804650243324,0.2305549447788159,0.1787644719596218,0.2076155167797595,0.2345477880042063,11.0,10.0,9.0,8.0,7.0,6.0,7,0.00178343060323909,1.4731075809154411e-06
115,2022-07,Hiraan,0,1411,1458,Hiraan,2022,7,0.5523208132377689,0.3060571308046725,12,0.5755233076266698,0.6510893238917685,0.6193872592895215,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.3389528594931721,0.2826603868611642,0.3369761194113926,0.1382000792579754,0.1342251714945293,0.287697628442261,11.0,10.0,9.0,8.0,7.0,6.0,14,0.002488200557274866,4.030986467507255e-06
116,2022-07,Lower Juba,0,1412,1458,Lower Juba,2022,7,0.9941731616157978,0.4166346810696427,169,1.134123229561797,1.25454705739839,1.0435168369666117,0.7771876684578174,1.1418586702350384,1.2923044623514308,0.3606330115616553,0.2008982062365125,0.297939702500302,-0.2089341710589485,0.2203692287191772,0.6198379672550162,168.0,167.0,166.0,165.0,164.0,163.0,23,0.004275414189499781,2.293207453395292e-05
117,2022-07,Lower Shabelle,0,1413,1458,Lower Shabelle,2022,7,0.7988230513331348,0.3821629900670506,47,0.8649962053635603,1.0354571679862834,0.9361413126857788,0.7232692759649582,0.9880664689637804,0.9839379846427464,0.461263706972635,0.423230290156008,0.3927514916737379,0.1053495185729729,0.0631539870673694,0.246131161855701,46.0,45.0,44.0,43.0,42.0,41.0,40,0.0036731358257020208,1.3970312308851135e-05
118,2022-07,Middle Juba,613,1414,1458,Middle Juba,2022,7,0.966723473758015,0.6013496418975428,169,1.078014007931302,1.322332947935933,1.1072467365474403,0.8444842129775667,1.1813969665573347,1.2412508889579938,0.7407264835140419,0.5964920496632677,0.5348164062675216,-0.0068129799322947,-0.0613051015750227,0.3711581976814715,168.0,167.0,166.0,165.0,164.0,163.0,0,0.006624219420370121,5.802434388204329e-05
119,2022-07,Middle Shabelle,0,1415,1458,Middle Shabelle,2022,7,0.3705550462219134,0.1389541660136587,12,0.3507123137345554,0.3707743962975676,0.3868740198117563,0.3458029066401339,0.4448583611248862,0.3808112643155104,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,0.1791411821595466,11.0,10.0,9.0,8.0,7.0,6.0,16,0.0022314676576835808,1.8462517917198378e-06
120,2022-07,Mudug,0,1416,1458,Mudug,2022,7,0.521905031705108,0.103863217891218,9,0.4211406960077583,0.4076609736425814,0.289195357503746,0.470268185176852,0.6422945436739754,0.453452928433778,0.0819431363861612,0.1254141935297253,0.206812766290127,0.1851848641184435,0.1842036176883258,0.1345613667310362,8.0,7.0,6.0,5.0,4.0,3.0,4,0.0013544182908195735,7.478332273240554e-07
121,2022-07,Nugaal,0,1417,1458,Nugaal,2022,7,0.7790108908616197,0.085264552944247,9,0.6776988453292393,0.6506349595730728,0.4122904085438447,0.6525291932788249,0.9180677454801816,0.699843359740576,0.0693517405097075,0.1513611822568351,0.2327581681835263,0.2185670737517008,0.2094031618567795,0.1139399752578671,8.0,7.0,6.0,5.0,4.0,3.0,0,0.0011479523568293187,8.574032451127092e-07
122,2022-07,Sanaag,0,1418,1458,Sanaag,2022,7,1.2887754365391608,0.070942014449155,12,1.293341217116362,1.371820087250021,1.065478509501933,1.3239006270169915,1.578739854612722,1.2461636353679828,0.0720599053750126,0.1223724369518897,0.1171255351652517,0.0682805278398302,0.0585135955062028,0.052559376182004,11.0,10.0,9.0,8.0,7.0,6.0,0,0.001160056757004846,1.8461017499492197e-06
123,2022-07,Sool,0,1419,1458,Sool,2022,7,1.0406200849158496,0.0766489090707046,12,1.1013815909274196,1.2417663882771746,1.068230230706242,1.333713313264574,1.5186932569831049,1.1080530229873429,0.0684393251058053,0.1334049522420888,0.1800478135959616,0.1441526834600773,0.1348152190404009,0.0800894666180937,11.0,10.0,9.0,8.0,7.0,6.0,1,0.0012754984099552702,2.0202250106749493e-06
124,2022-07,Togdheer,0,1420,1458,Togdheer,2022,7,1.2383541308931951,0.136226451532739,12,1.4167228706674786,1.7651103595901805,1.6895854528329388,1.8406100524609743,1.758926359579594,1.1395093137598202,0.1313343548371887,0.0679425341814492,0.0996006011724358,-0.0063136829405922,-0.0181877567572241,-0.0041191792355541,11.0,10.0,9.0,8.0,7.0,6.0,1,0.0015393206518505699,4.182443240101564e-06
125,2022-07,Woqooyi Galbeed,0,1421,1458,Woqooyi Galbeed,2022,7,1.3824729436226897,0.4174636839964853,12,1.5986634929318104,1.9629168714456449,1.8417231990864995,1.9256720267282188,1.7384902429898124,1.140915197240828,0.4397651578671362,-0.100647333630275,0.0201744089763871,-0.1846413737585071,-0.2262913291501256,-0.1729951268092957,11.0,10.0,9.0,8.0,7.0,6.0,2,0.0015762300823998511,4.87686946523689e-06
126,2022-08,Awdal,0,1422,1459,Awdal,2022,8,0.838705021975182,0.3834567608351421,13,1.3406469041262354,1.575111795168768,1.886813156576578,1.7803344194653088,1.8384198458033505,1.647860668328938,0.5210618943797205,0.5439235752321407,-0.1987607378766393,-0.0270016073756892,-0.2755896053521825,-0.3285961509947575,12.0,11.0,10.0,9.0,8.0,7.0,1,0.0015437346539345937,3.753675194701363e-06
127,2022-08,Bakool,2321,1423,1459,Bakool,2022,8,0.6002632401813129,-0.0109836297318766,15,0.7805184021970233,0.8803796395573933,1.0434561632383537,0.9876206429961768,1.0416475597356258,1.181496841814472,1.099043770619714,1.4259744997095294,1.2278327487852403,1.0477289102449832,0.0678811359003665,-0.2296161961933013,14.0,13.0,12.0,11.0,10.0,9.0,11,0.004103844787771367,1.482695071263072e-05
128,2022-08,Banadir,0,1424,1459,Banadir,2022,8,0.4346307868294446,0.0928336315269926,46,0.5970212339719152,0.623866184983025,0.7217076626135641,0.6877655485701168,0.5559764535600913,0.7369592798296514,0.2815789488489406,0.308030018580379,0.2818231374256966,0.3123612367439993,0.1382044002999827,0.1509704671158301,45.0,44.0,43.0,42.0,41.0,40.0,81,0.002616749249414958,4.271846737991223e-06
129,2022-08,Bari,0,1425,1459,Bari,2022,8,1.1990605443915,0.2277697479176822,13,1.1142886218204973,0.952232144254548,0.6916857142008704,0.1840005142358764,0.2876765002571668,0.5502113359432181,0.0505982620253739,0.0706698813813843,0.1496659710589757,0.2286141569994982,0.2093499347707191,0.19931836669239,12.0,11.0,10.0,9.0,8.0,7.0,2,0.000943609458175678,8.478663676676796e-07
130,2022-08,Bay,5308,1426,1459,Bay,2022,8,0.7284675593670262,-0.0306066357808903,50,0.9059543679060416,0.9595208420211104,1.1507258632996886,0.9878518872665276,0.8696776506105579,1.1558620238130386,1.0405778747236625,1.395390762725958,1.1606504109671785,0.9828797309496704,0.0550444624803402,-0.2702868204323352,49.0,48.0,47.0,46.0,45.0,44.0,33,0.005642326753641573,3.054716274495032e-05
131,2022-08,Galgaduud,0,1427,1459,Galgaduud,2022,8,0.445266813894597,0.1442387700307299,13,0.4713449012957401,0.4349281632976018,0.4631503909408606,0.4216031332743106,0.5872532437387161,0.7414601989933935,0.1600157980422307,0.1307951821822435,0.1161804650243324,0.2305549447788159,0.1787644719596218,0.2076155167797595,12.0,11.0,10.0,9.0,8.0,7.0,13,0.00178343060323909,1.3833432661166345e-06
133,2022-08,Hiraan,0,1429,1459,Hiraan,2022,8,0.4306325394232874,0.1078337514245571,13,0.5523208132377689,0.5755233076266698,0.6510893238917685,0.6193872592895215,0.7004775718765291,0.8513738924080079,0.3060571308046725,0.3389528594931721,0.2826603868611642,0.3369761194113926,0.1382000792579754,0.1342251714945293,12.0,11.0,10.0,9.0,8.0,7.0,46,0.002488200557274866,3.5631465294365137e-06
134,2022-08,Lower Juba,0,1430,1459,Lower Juba,2022,8,0.8203042167805907,-0.2380370719351733,170,0.9941731616157978,1.134123229561797,1.25454705739839,1.0435168369666117,0.7771876684578174,1.1418586702350384,0.4166346810696427,0.3606330115616553,0.2008982062365125,0.297939702500302,-0.2089341710589485,0.2203692287191772,169.0,168.0,167.0,166.0,165.0,164.0,41,0.004275414189499781,2.073082733535086e-05
135,2022-08,Lower Shabelle,0,1431,1459,Lower Shabelle,2022,8,0.5939919707352976,0.0630104142572014,48,0.7988230513331348,0.8649962053635603,1.0354571679862834,0.9361413126857788,0.7232692759649582,0.9880664689637804,0.3821629900670506,0.461263706972635,0.423230290156008,0.3927514916737379,0.1053495185729729,0.0631539870673694,47.0,46.0,45.0,44.0,43.0,42.0,87,0.0036731358257020208,1.1670465479901096e-05
136,2022-08,Middle Juba,148,1432,1459,Middle Juba,2022,8,0.791463466819615,0.024051562479227,170,0.966723473758015,1.078014007931302,1.322332947935933,1.1072467365474403,0.8444842129775667,1.1813969665573347,0.6013496418975428,0.7407264835140419,0.5964920496632677,0.5348164062675216,-0.0068129799322947,-0.0613051015750227,169.0,168.0,167.0,166.0,165.0,164.0,2,0.006624219420370121,4.7303559669675734e-05
137,2022-08,Middle Shabelle,0,1433,1459,Middle Shabelle,2022,8,0.263345343082608,0.1161113475981224,13,0.3705550462219134,0.3507123137345554,0.3707743962975676,0.3868740198117563,0.3458029066401339,0.4448583611248862,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,0.1777708987015868,12.0,11.0,10.0,9.0,8.0,7.0,12,0.0022314676576835808,1.7463536966856108e-06
138,2022-08,Mudug,0,1434,1459,Mudug,2022,8,0.5736352336909943,0.2226834906995919,10,0.521905031705108,0.4211406960077583,0.4076609736425814,0.289195357503746,0.470268185176852,0.6422945436739754,0.103863217891218,0.0819431363861612,0.1254141935297253,0.206812766290127,0.1851848641184435,0.1842036176883258,9.0,8.0,7.0,6.0,5.0,4.0,2,0.0013544182908195735,7.725610892768668e-07
139,2022-08,Nugaal,0,1435,1459,Nugaal,2022,8,0.8437387904257583,0.2624304914273327,10,0.7790108908616197,0.6776988453292393,0.6506349595730728,0.4122904085438447,0.6525291932788249,0.9180677454801816,0.085264552944247,0.0693517405097075,0.1513611822568351,0.2327581681835263,0.2185670737517008,0.2094031618567795,9.0,8.0,7.0,6.0,5.0,4.0,0,0.0011479523568293187,8.930678879839177e-07
140,2022-08,Sanaag,0,1436,1459,Sanaag,2022,8,1.232428676553484,0.0656321122766688,13,1.2887754365391608,1.293341217116362,1.371820087250021,1.065478509501933,1.3239006270169915,1.578739854612722,0.070942014449155,0.0720599053750126,0.1223724369518897,0.1171255351652517,0.0682805278398302,0.0585135955062028,12.0,11.0,10.0,9.0,8.0,7.0,3,0.001160056757004846,1.740490248241139e-06
141,2022-08,Sool,0,1437,1459,Sool,2022,8,0.970056430172205,0.1818122086174714,13,1.0406200849158496,1.1013815909274196,1.2417663882771746,1.068230230706242,1.333713313264574,1.5186932569831049,0.0766489090707046,0.0684393251058053,0.1334049522420888,0.1800478135959616,0.1441526834600773,0.1348152190404009,12.0,11.0,10.0,9.0,8.0,7.0,4,0.0012754984099552702,1.79183351819947e-06
142,2022-08,Togdheer,0,1438,1459,Togdheer,2022,8,0.956034085462364,0.0491498047059295,13,1.2383541308931951,1.4167228706674786,1.7651103595901805,1.6895854528329388,1.8406100524609743,1.758926359579594,0.136226451532739,0.1313343548371887,0.0679425341814492,0.0996006011724358,-0.0063136829405922,-0.0181877567572241,12.0,11.0,10.0,9.0,8.0,7.0,4,0.0015393206518505699,3.356936273886136e-06
143,2022-08,Woqooyi Galbeed,0,1439,1459,Woqooyi Galbeed,2022,8,0.9818600868880094,0.278255031453353,13,1.3824729436226897,1.5986634929318104,1.9629168714456449,1.8417231990864995,1.9256720267282188,1.7384902429898124,0.4174636839964853,0.4397651578671362,-0.100647333630275,0.0201744089763871,-0.1846413737585071,-0.2262913291501256,12.0,11.0,10.0,9.0,8.0,7.0,2,0.0015762300823998511,3.971881482747747e-06
144,2022-09,Awdal,0,1440,1460,Awdal,2022,9,0.3251658130687359,0.5309306779674329,14,0.838705021975182,1.3406469041262354,1.575111795168768,1.886813156576578,1.7803344194653088,1.8384198458033505,0.3834567608351421,0.5210618943797205,0.5439235752321407,-0.1987607378766393,-0.0270016073756892,-0.2755896053521825,13.0,12.0,11.0,10.0,9.0,8.0,0,0.0015437346539345937,3.1949180015712006e-06
145,2022-09,Bakool,4402,1441,1460,Bakool,2022,9,0.2165613080069803,-0.234186602235639,16,0.6002632401813129,0.7805184021970233,0.8803796395573933,1.0434561632383537,0.9876206429961768,1.0416475597356258,-0.0109836297318766,1.099043770619714,1.4259744997095294,1.2278327487852403,1.0477289102449832,0.0678811359003665,15.0,14.0,13.0,12.0,11.0,10.0,12,0.004103844787771367,1.3145133485248102e-05
146,2022-09,Banadir,0,1442,1460,Banadir,2022,9,0.165240537730948,0.043288522028806,47,0.4346307868294446,0.5970212339719152,0.623866184983025,0.7217076626135641,0.6877655485701168,0.5559764535600913,0.0928336315269926,0.2815789488489406,0.308030018580379,0.2818231374256966,0.3123612367439993,0.1382044002999827,46.0,45.0,44.0,43.0,42.0,41.0,56,0.002616749249414958,4.088029247688453e-06
147,2022-09,Bari,0,1443,1460,Bari,2022,9,0.3463067970183102,0.2405121695049659,14,1.1990605443915,1.1142886218204973,0.952232144254548,0.6916857142008704,0.1840005142358764,0.2876765002571668,0.2277697479176822,0.0505982620253739,0.0706698813813843,0.1496659710589757,0.2286141569994982,0.2093499347707191,13.0,12.0,11.0,10.0,9.0,8.0,4,0.000943609458175678,9.921612623736602e-07
148,2022-09,Bay,1253,1444,1460,Bay,2022,9,0.3539042026796632,-0.2553520201225812,51,0.7284675593670262,0.9059543679060416,0.9595208420211104,1.1507258632996886,0.9878518872665276,0.8696776506105579,-0.0306066357808903,1.0405778747236625,1.395390762725958,1.1606504109671785,0.9828797309496704,0.0550444624803402,50.0,49.0,48.0,47.0,46.0,45.0,38,0.005642326753641573,2.8841828445989693e-05
149,2022-09,Galgaduud,0,1445,1460,Galgaduud,2022,9,-0.0228638536521905,0.1348486054746306,0,0.445266813894597,0.4713449012957401,0.4349281632976018,0.4631503909408606,0.4216031332743106,0.5872532437387161,0.1442387700307299,0.1600157980422307,0.1307951821822435,0.1161804650243324,0.2305549447788159,0.1787644719596218,13.0,12.0,11.0,10.0,9.0,8.0,45,0.00178343060323909,1.4991712430903576e-06
151,2022-09,Hiraan,0,1447,1460,Hiraan,2022,9,0.0550092518637818,0.0579246285291951,14,0.4306325394232874,0.5523208132377689,0.5755233076266698,0.6510893238917685,0.6193872592895215,0.7004775718765291,0.1078337514245571,0.3060571308046725,0.3389528594931721,0.2826603868611642,0.3369761194113926,0.1382000792579754,13.0,12.0,11.0,10.0,9.0,8.0,82,0.002488200557274866,3.4194965916138194e-06
152,2022-09,Lower Juba,0,1448,1460,Lower Juba,2022,9,0.5892896109300705,0.92980605599413,171,0.8203042167805907,0.9941731616157978,1.134123229561797,1.25454705739839,1.0435168369666117,0.7771876684578174,-0.2380370719351733,0.4166346810696427,0.3606330115616553,0.2008982062365125,0.297939702500302,-0.2089341710589485,170.0,169.0,168.0,167.0,166.0,165.0,44,0.004275414189499781,1.8172656742830567e-05
153,2022-09,Lower Shabelle,0,1449,1460,Lower Shabelle,2022,9,0.2845056165427397,-0.0027938828422715,49,0.5939919707352976,0.7988230513331348,0.8649962053635603,1.0354571679862834,0.9361413126857788,0.7232692759649582,0.0630104142572014,0.3821629900670506,0.461263706972635,0.423230290156008,0.3927514916737379,0.1053495185729729,48.0,47.0,46.0,45.0,44.0,43.0,80,0.0036731358257020208,1.0777662129990826e-05
154,2022-09,Middle Juba,0,1450,1460,Middle Juba,2022,9,0.4842335449378008,0.1661615175783782,171,0.791463466819615,0.966723473758015,1.078014007931302,1.322332947935933,1.1072467365474403,0.8444842129775667,0.024051562479227,0.6013496418975428,0.7407264835140419,0.5964920496632677,0.5348164062675216,-0.0068129799322947,170.0,169.0,168.0,167.0,166.0,165.0,2,0.006624219420370121,4.242009954280913e-05
155,2022-09,Middle Shabelle,0,1451,1460,Middle Shabelle,2022,9,0.0370171274906571,0.0852958225854196,14,0.263345343082608,0.3705550462219134,0.3507123137345554,0.3707743962975676,0.3868740198117563,0.3458029066401339,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,0.1275279286925687,13.0,12.0,11.0,10.0,9.0,8.0,22,0.0022314676576835808,1.8451595494446578e-06
156,2022-09,Mudug,0,1452,1460,Mudug,2022,9,0.0015443023968413,0.2327336772430206,11,0.5736352336909943,0.521905031705108,0.4211406960077583,0.4076609736425814,0.289195357503746,0.470268185176852,0.2226834906995919,0.103863217891218,0.0819431363861612,0.1254141935297253,0.206812766290127,0.1851848641184435,10.0,9.0,8.0,7.0,6.0,5.0,11,0.0013544182908195735,9.574081147117357e-07
157,2022-09,Nugaal,0,1453,1460,Nugaal,2022,9,0.0182095146497088,0.2754573657847433,11,0.8437387904257583,0.7790108908616197,0.6776988453292393,0.6506349595730728,0.4122904085438447,0.6525291932788249,0.2624304914273327,0.085264552944247,0.0693517405097075,0.1513611822568351,0.2327581681835263,0.2185670737517008,10.0,9.0,8.0,7.0,6.0,5.0,1,0.0011479523568293187,1.0265763558742197e-06
158,2022-09,Sanaag,0,1454,1460,Sanaag,2022,9,0.186017497304656,0.063488065981665,14,1.232428676553484,1.2887754365391608,1.293341217116362,1.371820087250021,1.065478509501933,1.3239006270169915,0.0656321122766688,0.070942014449155,0.0720599053750126,0.1223724369518897,0.1171255351652517,0.0682805278398302,13.0,12.0,11.0,10.0,9.0,8.0,1,0.001160056757004846,1.7343459326768785e-06
159,2022-09,Sool,0,1455,1460,Sool,2022,9,0.0383154191301805,0.1952241718424453,14,0.970056430172205,1.0406200849158496,1.1013815909274196,1.2417663882771746,1.068230230706242,1.333713313264574,0.1818122086174714,0.0766489090707046,0.0684393251058053,0.1334049522420888,0.1800478135959616,0.1441526834600773,13.0,12.0,11.0,10.0,9.0,8.0,1,0.0012754984099552702,1.6929808553397869e-06
160,2022-09,Togdheer,0,1456,1460,Togdheer,2022,9,0.1993324730313688,0.0635649827287864,14,0.956034085462364,1.2383541308931951,1.4167228706674786,1.7651103595901805,1.6895854528329388,1.8406100524609743,0.0491498047059295,0.136226451532739,0.1313343548371887,0.0679425341814492,0.0996006011724358,-0.0063136829405922,13.0,12.0,11.0,10.0,9.0,8.0,0,0.0015393206518505699,2.934290105695499e-06
