,time,Previous (Departure) Region,Gedo,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,inv_distance,x
161,2022-09,Woqooyi Galbeed,0,1457,1460,Woqooyi Galbeed,2022,9,0.3371121255995827,0.3695465230124027,14,0.9818600868880094,1.3824729436226897,1.5986634929318104,1.9629168714456449,1.8417231990864995,1.9256720267282188,0.278255031453353,0.4174636839964853,0.4397651578671362,-0.100647333630275,0.0201744089763871,-0.1846413737585071,13.0,12.0,11.0,10.0,9.0,8.0,1,0.0015762300823998511,3.4347557878516873e-06
162,2022-10,Awdal,0,1458,1461,Awdal,2022,10,0.8427877204383079,-0.1747666667108248,15,0.3251658130687359,0.838705021975182,1.3406469041262354,1.575111795168768,1.886813156576578,1.7803344194653088,0.5309306779674329,0.3834567608351421,0.5210618943797205,0.5439235752321407,-0.1987607378766393,-0.0270016073756892,14.0,13.0,12.0,11.0,10.0,9.0,0,0.0015437346539345937,1.998731928943736e-06
163,2022-10,Bakool,390,1459,1461,Bakool,2022,10,0.319152180911001,-0.3722618172115883,17,0.2165613080069803,0.6002632401813129,0.7805184021970233,0.8803796395573933,1.0434561632383537,0.9876206429961768,-0.234186602235639,-0.0109836297318766,1.099043770619714,1.4259744997095294,1.2278327487852403,1.0477289102449832,16.0,15.0,14.0,13.0,12.0,11.0,12,0.004103844787771367,1.0109358595851685e-05
164,2022-10,Banadir,0,1460,1461,Banadir,2022,10,0.2000196198757897,0.0103740736556716,48,0.165240537730948,0.4346307868294446,0.5970212339719152,0.623866184983025,0.7217076626135641,0.6877655485701168,0.043288522028806,0.0928336315269926,0.2815789488489406,0.308030018580379,0.2818231374256966,0.3123612367439993,47.0,46.0,45.0,44.0,43.0,42.0,62,0.002616749249414958,2.976080694289338e-06
165,2022-10,Bari,0,1461,1461,Bari,2022,10,0.0257517327711802,0.2261675852022191,15,0.3463067970183102,1.1990605443915,1.1142886218204973,0.952232144254548,0.6916857142008704,0.1840005142358764,0.2405121695049659,0.2277697479176822,0.0505982620253739,0.0706698813813843,0.1496659710589757,0.2286141569994982,14.0,13.0,12.0,11.0,10.0,9.0,3,0.000943609458175678,1.0676420813148744e-06
166,2022-10,Bay,776,1462,1461,Bay,2022,10,0.556147571970844,-0.3923558772331809,52,0.3539042026796632,0.7284675593670262,0.9059543679060416,0.9595208420211104,1.1507258632996886,0.9878518872665276,-0.2553520201225812,-0.0306066357808903,1.0405778747236625,1.395390762725958,1.1606504109671785,0.9828797309496704,51.0,50.0,49.0,48.0,47.0,46.0,13,0.005642326753641573,2.319138482029109e-05
167,2022-10,Galgaduud,0,1463,1461,Galgaduud,2022,10,-0.1023347207187816,0.1471661595411663,0,-0.0228638536521905,0.445266813894597,0.4713449012957401,0.4349281632976018,0.4631503909408606,0.4216031332743106,0.1348486054746306,0.1442387700307299,0.1600157980422307,0.1307951821822435,0.1161804650243324,0.2305549447788159,0.0,13.0,12.0,11.0,10.0,9.0,11,0.00178343060323909,1.4162266337414158e-06
169,2022-10,Hiraan,0,1465,1461,Hiraan,2022,10,0.0334232185209332,0.0341481558030935,15,0.0550092518637818,0.4306325394232874,0.5523208132377689,0.5755233076266698,0.6510893238917685,0.6193872592895215,0.0579246285291951,0.1078337514245571,0.3060571308046725,0.3389528594931721,0.2826603868611642,0.3369761194113926,14.0,13.0,12.0,11.0,10.0,9.0,40,0.002488200557274866,2.666107207084404e-06
170,2022-10,Lower Juba,0,1466,1461,Lower Juba,2022,10,0.9812863352624394,1.1138435545706482,172,0.5892896109300705,0.8203042167805907,0.9941731616157978,1.134123229561797,1.25454705739839,1.0435168369666117,0.92980605599413,-0.2380370719351733,0.4166346810696427,0.3606330115616553,0.2008982062365125,0.297939702500302,171.0,170.0,169.0,168.0,167.0,166.0,37,0.004275414189499781,1.4994477352438387e-05
171,2022-10,Lower Shabelle,0,1467,1461,Lower Shabelle,2022,10,0.431136967008477,-0.051760018554485,50,0.2845056165427397,0.5939919707352976,0.7988230513331348,0.8649962053635603,1.0354571679862834,0.9361413126857788,-0.0027938828422715,0.0630104142572014,0.3821629900670506,0.461263706972635,0.423230290156008,0.3927514916737379,49.0,48.0,47.0,46.0,45.0,44.0,64,0.0036731358257020208,8.014096185417492e-06
172,2022-10,Middle Juba,39,1468,1461,Middle Juba,2022,10,0.8546003678515752,0.1382482846999774,172,0.4842335449378008,0.791463466819615,0.966723473758015,1.078014007931302,1.322332947935933,1.1072467365474403,0.1661615175783782,0.024051562479227,0.6013496418975428,0.7407264835140419,0.5964920496632677,0.5348164062675216,171.0,170.0,169.0,168.0,167.0,166.0,2,0.006624219420370121,3.472964085217706e-05
173,2022-10,Middle Shabelle,0,1469,1461,Middle Shabelle,2022,10,-0.0482489532520463,0.0742876805249436,0,0.0370171274906571,0.263345343082608,0.3705550462219134,0.3507123137345554,0.3707743962975676,0.3868740198117563,0.0852958225854196,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.1604904314189245,14.0,13.0,12.0,11.0,10.0,9.0,49,0.0022314676576835808,1.3113144175066923e-06
174,2022-10,Mudug,0,1470,1461,Mudug,2022,10,-0.1076368502327064,0.226562483429295,0,0.0015443023968413,0.5736352336909943,0.521905031705108,0.4211406960077583,0.4076609736425814,0.289195357503746,0.2327336772430206,0.2226834906995919,0.103863217891218,0.0819431363861612,0.1254141935297253,0.206812766290127,11.0,10.0,9.0,8.0,7.0,6.0,7,0.0013544182908195735,1.052304527178111e-06
175,2022-10,Nugaal,0,1471,1461,Nugaal,2022,10,-0.1007096031250552,0.2620036209329585,0,0.0182095146497088,0.8437387904257583,0.7790108908616197,0.6776988453292393,0.6506349595730728,0.4122904085438447,0.2754573657847433,0.2624304914273327,0.085264552944247,0.0693517405097075,0.1513611822568351,0.2327581681835263,11.0,10.0,9.0,8.0,7.0,6.0,3,0.0011479523568293187,1.111874433266246e-06
176,2022-10,Sanaag,0,1472,1461,Sanaag,2022,10,0.2363267185178326,0.1078463782343433,15,0.186017497304656,1.232428676553484,1.2887754365391608,1.293341217116362,1.371820087250021,1.065478509501933,0.063488065981665,0.0656321122766688,0.070942014449155,0.0720599053750126,0.1223724369518897,0.1171255351652517,14.0,13.0,12.0,11.0,10.0,9.0,1,0.001160056757004846,1.658518312728514e-06
177,2022-10,Sool,0,1473,1461,Sool,2022,10,0.1165153433174865,0.2054640465564217,15,0.0383154191301805,0.970056430172205,1.0406200849158496,1.1013815909274196,1.2417663882771746,1.068230230706242,0.1952241718424453,0.1818122086174714,0.0766489090707046,0.0684393251058053,0.1334049522420888,0.1800478135959616,14.0,13.0,12.0,11.0,10.0,9.0,2,0.0012754984099552702,1.5781811140168455e-06
178,2022-10,Togdheer,0,1474,1461,Togdheer,2022,10,0.5947246150362823,0.0007037395878827,15,0.1993324730313688,0.956034085462364,1.2383541308931951,1.4167228706674786,1.7651103595901805,1.6895854528329388,0.0635649827287864,0.0491498047059295,0.136226451532739,0.1313343548371887,0.0679425341814492,0.0996006011724358,14.0,13.0,12.0,11.0,10.0,9.0,2,0.0015393206518505699,2.2653304799463766e-06
179,2022-10,Woqooyi Galbeed,0,1475,1461,Woqooyi Galbeed,2022,10,0.8402325941017181,-0.1642577365626346,15,0.3371121255995827,0.9818600868880094,1.3824729436226897,1.5986634929318104,1.9629168714456449,1.8417231990864995,0.3695465230124027,0.278255031453353,0.4174636839964853,0.4397651578671362,-0.100647333630275,0.0201744089763871,14.0,13.0,12.0,11.0,10.0,9.0,1,0.0015762300823998511,2.439432635449518e-06
180,2022-11,Awdal,0,1476,1462,Awdal,2022,11,1.1349696996892322,-0.082180406705789,16,0.8427877204383079,0.3251658130687359,0.838705021975182,1.3406469041262354,1.575111795168768,1.886813156576578,-0.1747666667108248,0.5309306779674329,0.3834567608351421,0.5210618943797205,0.5439235752321407,-0.1987607378766393,15.0,14.0,13.0,12.0,11.0,10.0,0,0.0015437346539345937,7.7490807346169e-07
181,2022-11,Bakool,241,1477,1462,Bakool,2022,11,0.4622298590809106,-0.555990953825737,18,0.319152180911001,0.2165613080069803,0.6002632401813129,0.7805184021970233,0.8803796395573933,1.0434561632383537,-0.3722618172115883,-0.234186602235639,-0.0109836297318766,1.099043770619714,1.4259744997095294,1.2278327487852403,17.0,16.0,15.0,14.0,13.0,12.0,9,0.004103844787771367,3.647226373495671e-06
182,2022-11,Banadir,0,1478,1462,Banadir,2022,11,0.2296530772493784,0.0138813984610509,49,0.2000196198757897,0.165240537730948,0.4346307868294446,0.5970212339719152,0.623866184983025,0.7217076626135641,0.0103740736556716,0.043288522028806,0.0928336315269926,0.2815789488489406,0.308030018580379,0.2818231374256966,48.0,47.0,46.0,45.0,44.0,43.0,65,0.002616749249414958,1.1314641971003322e-06
183,2022-11,Bari,0,1479,1462,Bari,2022,11,0.2103951673997793,0.2362076364799005,16,0.0257517327711802,0.3463067970183102,1.1990605443915,1.1142886218204973,0.952232144254548,0.6916857142008704,0.2261675852022191,0.2405121695049659,0.2277697479176822,0.0505982620253739,0.0706698813813843,0.1496659710589757,15.0,14.0,13.0,12.0,11.0,10.0,0,0.000943609458175678,3.08351159807154e-07
184,2022-11,Bay,1218,1480,1462,Bay,2022,11,0.7151143162351867,-0.6021036436468872,53,0.556147571970844,0.3539042026796632,0.7284675593670262,0.9059543679060416,0.9595208420211104,1.1507258632996886,-0.3923558772331809,-0.2553520201225812,-0.0306066357808903,1.0405778747236625,1.395390762725958,1.1606504109671785,52.0,51.0,50.0,49.0,48.0,47.0,17,0.005642326753641573,1.1266841533745137e-05
185,2022-11,Galgaduud,0,1481,1462,Galgaduud,2022,11,-0.0888898996395216,0.1467965885013168,0,-0.1023347207187816,-0.0228638536521905,0.445266813894597,0.4713449012957401,0.4349281632976018,0.4631503909408606,0.1471661595411663,0.1348486054746306,0.1442387700307299,0.1600157980422307,0.1307951821822435,0.1161804650243324,0.0,0.0,13.0,12.0,11.0,10.0,23,0.00178343060323909,-7.272133804219053e-08
187,2022-11,Hiraan,0,1483,1462,Hiraan,2022,11,0.0602670730682527,0.0298526778239881,16,0.0334232185209332,0.0550092518637818,0.4306325394232874,0.5523208132377689,0.5755233076266698,0.6510893238917685,0.0341481558030935,0.0579246285291951,0.1078337514245571,0.3060571308046725,0.3389528594931721,0.2826603868611642,15.0,14.0,13.0,12.0,11.0,10.0,29,0.002488200557274866,3.4057009032982255e-07
188,2022-11,Lower Juba,0,1484,1462,Lower Juba,2022,11,1.264203378209826,1.0370868011451004,173,0.9812863352624394,0.5892896109300705,0.8203042167805907,0.9941731616157978,1.134123229561797,1.25454705739839,1.1138435545706482,0.92980605599413,-0.2380370719351733,0.4166346810696427,0.3606330115616553,0.2008982062365125,172.0,171.0,170.0,169.0,168.0,167.0,39,0.004275414189499781,1.0771722910064701e-05
189,2022-11,Lower Shabelle,0,1485,1462,Lower Shabelle,2022,11,0.5385719519276717,-0.0818400406012324,51,0.431136967008477,0.2845056165427397,0.5939919707352976,0.7988230513331348,0.8649962053635603,1.0354571679862834,-0.051760018554485,-0.0027938828422715,0.0630104142572014,0.3821629900670506,0.461263706972635,0.423230290156008,50.0,49.0,48.0,47.0,46.0,45.0,56,0.0036731358257020208,3.838528950892317e-06
190,2022-11,Middle Juba,20,1486,1462,Middle Juba,2022,11,1.1063671543173292,0.0205977890442784,173,0.8546003678515752,0.4842335449378008,0.791463466819615,0.966723473758015,1.078014007931302,1.322332947935933,0.1382482846999774,0.1661615175783782,0.024051562479227,0.6013496418975428,0.7407264835140419,0.5964920496632677,172.0,171.0,170.0,169.0,168.0,167.0,2,0.006624219420370121,2.124830495568438e-05
191,2022-11,Middle Shabelle,0,1487,1462,Middle Shabelle,2022,11,-0.0960518492226616,0.1171268113369072,0,-0.0482489532520463,0.0370171274906571,0.263345343082608,0.3705550462219134,0.3507123137345554,0.3707743962975676,0.0742876805249436,0.0852958225854196,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.1191719012981683,0.0,14.0,13.0,12.0,11.0,10.0,42,0.0022314676576835808,1.8432485801715993e-07
192,2022-11,Mudug,0,1488,1462,Mudug,2022,11,-0.0989861171735741,0.2036611554941206,0,-0.1076368502327064,0.0015443023968413,0.5736352336909943,0.521905031705108,0.4211406960077583,0.4076609736425814,0.226562483429295,0.2327336772430206,0.2226834906995919,0.103863217891218,0.0819431363861612,0.1254141935297253,0.0,11.0,10.0,9.0,8.0,7.0,5,0.0013544182908195735,2.832943843201067e-09
193,2022-11,Nugaal,0,1489,1462,Nugaal,2022,11,0.0004472925643929,0.2369268966034977,1,-0.1007096031250552,0.0182095146497088,0.8437387904257583,0.7790108908616197,0.6776988453292393,0.6506349595730728,0.2620036209329585,0.2754573657847433,0.2624304914273327,0.085264552944247,0.0693517405097075,0.1513611822568351,0.0,11.0,10.0,9.0,8.0,7.0,2,0.0011479523568293187,2.3996400320745844e-08
194,2022-11,Sanaag,0,1490,1462,Sanaag,2022,11,0.4995227324270102,0.0991973368265734,16,0.2363267185178326,0.186017497304656,1.232428676553484,1.2887754365391608,1.293341217116362,1.371820087250021,0.1078463782343433,0.063488065981665,0.0656321122766688,0.070942014449155,0.0720599053750126,0.1223724369518897,15.0,14.0,13.0,12.0,11.0,10.0,2,0.001160056757004846,2.5032963905908463e-07
195,2022-11,Sool,0,1491,1462,Sool,2022,11,0.3670864916609141,0.1879169981718459,16,0.1165153433174865,0.0383154191301805,0.970056430172205,1.0406200849158496,1.1013815909274196,1.2417663882771746,0.2054640465564217,0.1952241718424453,0.1818122086174714,0.0766489090707046,0.0684393251058053,0.1334049522420888,15.0,14.0,13.0,12.0,11.0,10.0,2,0.0012754984099552702,6.233520954668192e-08
196,2022-11,Togdheer,0,1492,1462,Togdheer,2022,11,0.8945576324794704,0.0038557683801557,16,0.5947246150362823,0.1993324730313688,0.956034085462364,1.2383541308931951,1.4167228706674786,1.7651103595901805,0.0007037395878827,0.0635649827287864,0.0491498047059295,0.136226451532739,0.1313343548371887,0.0679425341814492,15.0,14.0,13.0,12.0,11.0,10.0,1,0.0015393206518505699,4.7231990330414333e-07
197,2022-11,Woqooyi Galbeed,0,1493,1462,Woqooyi Galbeed,2022,11,1.1551943197984156,-0.0913305088932839,16,0.8402325941017181,0.3371121255995827,0.9818600868880094,1.3824729436226897,1.5986634929318104,1.9629168714456449,-0.1642577365626346,0.3695465230124027,0.278255031453353,0.4174636839964853,0.4397651578671362,-0.100647333630275,15.0,14.0,13.0,12.0,11.0,10.0,0,0.0015762300823998511,8.375555050820366e-07
198,2022-12,Awdal,0,1494,1463,Awdal,2022,12,1.490642607312305,-0.1769757678668412,17,1.1349696996892322,0.8427877204383079,0.3251658130687359,0.838705021975182,1.3406469041262354,1.575111795168768,-0.082180406705789,-0.1747666667108248,0.5309306779674329,0.3834567608351421,0.5210618943797205,0.5439235752321407,16.0,15.0,14.0,13.0,12.0,11.0,0,0.0015437346539345937,2.008461475757801e-06
199,2022-12,Bakool,219,1495,1463,Bakool,2022,12,0.6079100538069698,0.0823287096893266,19,0.4622298590809106,0.319152180911001,0.2165613080069803,0.6002632401813129,0.7805184021970233,0.8803796395573933,-0.555990953825737,-0.3722618172115883,-0.234186602235639,-0.0109836297318766,1.099043770619714,1.4259744997095294,18.0,17.0,16.0,15.0,14.0,13.0,6,0.004103844787771367,5.375014872646342e-06
200,2022-12,Banadir,0,1496,1463,Banadir,2022,12,0.3504292929860451,0.1077678821502734,50,0.2296530772493784,0.2000196198757897,0.165240537730948,0.4346307868294446,0.5970212339719152,0.623866184983025,0.0138813984610509,0.0103740736556716,0.043288522028806,0.0928336315269926,0.2815789488489406,0.308030018580379,49.0,48.0,47.0,46.0,45.0,44.0,61,0.002616749249414958,1.3696096715417998e-06
201,2022-12,Bari,0,1497,1463,Bari,2022,12,0.6694250343885786,0.0397719283588131,17,0.2103951673997793,0.0257517327711802,0.3463067970183102,1.1990605443915,1.1142886218204973,0.952232144254548,0.2362076364799005,0.2261675852022191,0.2405121695049659,0.2277697479176822,0.0505982620253739,0.0706698813813843,16.0,15.0,14.0,13.0,12.0,11.0,4,0.000943609458175678,2.2929312203529954e-08
202,2022-12,Bay,1513,1498,1463,Bay,2022,12,0.858621820200232,0.1521921510310044,54,0.7151143162351867,0.556147571970844,0.3539042026796632,0.7284675593670262,0.9059543679060416,0.9595208420211104,-0.6021036436468872,-0.3923558772331809,-0.2553520201225812,-0.0306066357808903,1.0405778747236625,1.395390762725958,53.0,52.0,51.0,50.0,49.0,48.0,28,0.005642326753641573,1.7705431343646176e-05
203,2022-12,Galgaduud,0,1499,1463,Galgaduud,2022,12,0.085150479895392,0.1107831436936235,1,-0.0888898996395216,-0.1023347207187816,-0.0228638536521905,0.445266813894597,0.4713449012957401,0.4349281632976018,0.1467965885013168,0.1471661595411663,0.1348486054746306,0.1442387700307299,0.1600157980422307,0.1307951821822435,0.0,0.0,0.0,13.0,12.0,11.0,16,0.00178343060323909,-3.254883420814187e-07
205,2022-12,Hiraan,0,1501,1463,Hiraan,2022,12,0.2114924073450547,0.102369314543185,17,0.0602670730682527,0.0334232185209332,0.0550092518637818,0.4306325394232874,0.5523208132377689,0.5755233076266698,0.0298526778239881,0.0341481558030935,0.0579246285291951,0.1078337514245571,0.3060571308046725,0.3389528594931721,16.0,15.0,14.0,13.0,12.0,11.0,24,0.002488200557274866,2.0692789240208105e-07
206,2022-12,Lower Juba,0,1502,1463,Lower Juba,2022,12,1.4202159094367486,1.3654714377616897,174,1.264203378209826,0.9812863352624394,0.5892896109300705,0.8203042167805907,0.9941731616157978,1.134123229561797,1.0370868011451004,1.1138435545706482,0.92980605599413,-0.2380370719351733,0.4166346810696427,0.3606330115616553,173.0,172.0,171.0,170.0,169.0,168.0,25,0.004275414189499781,1.793709629836692e-05
207,2022-12,Lower Shabelle,0,1503,1463,Lower Shabelle,2022,12,0.6898740888044774,0.1183368828058002,52,0.5385719519276717,0.431136967008477,0.2845056165427397,0.5939919707352976,0.7988230513331348,0.8649962053635603,-0.0818400406012324,-0.051760018554485,-0.0027938828422715,0.0630104142572014,0.3821629900670506,0.461263706972635,51.0,50.0,49.0,48.0,47.0,46.0,66,0.0036731358257020208,5.816868397089564e-06
208,2022-12,Middle Juba,293,1504,1463,Middle Juba,2022,12,1.2596066539567812,0.3807374331700763,174,1.1063671543173292,0.8546003678515752,0.4842335449378008,0.791463466819615,0.966723473758015,1.078014007931302,0.0205977890442784,0.1382482846999774,0.1661615175783782,0.024051562479227,0.6013496418975428,0.7407264835140419,173.0,172.0,171.0,170.0,169.0,168.0,1,0.006624219420370121,3.7500105932732926e-05
209,2022-12,Middle Shabelle,0,1505,1463,Middle Shabelle,2022,12,-0.0199529796712446,0.1070071270260876,0,-0.0960518492226616,-0.0482489532520463,0.0370171274906571,0.263345343082608,0.3705550462219134,0.3507123137345554,0.1171268113369072,0.0742876805249436,0.0852958225854196,0.1161113475981224,0.1389541660136587,0.1315503268166041,0.0,0.0,14.0,13.0,12.0,11.0,51,0.0022314676576835808,-2.4025314929973106e-07
210,2022-12,Mudug,0,1506,1463,Mudug,2022,12,0.0587880566420591,0.0632129805140632,1,-0.0989861171735741,-0.1076368502327064,0.0015443023968413,0.5736352336909943,0.521905031705108,0.4211406960077583,0.2036611554941206,0.226562483429295,0.2327336772430206,0.2226834906995919,0.103863217891218,0.0819431363861612,0.0,0.0,11.0,10.0,9.0,8.0,7,0.0013544182908195735,-1.974543022092045e-07
211,2022-12,Nugaal,0,1507,1463,Nugaal,2022,12,0.2424912867771493,0.0455698636885864,2,0.0004472925643929,-0.1007096031250552,0.0182095146497088,0.8437387904257583,0.7790108908616197,0.6776988453292393,0.2369268966034977,0.2620036209329585,0.2754573657847433,0.2624304914273327,0.085264552944247,0.0693517405097075,1.0,0.0,11.0,10.0,9.0,8.0,1,0.0011479523568293187,-1.3271457253095473e-07
212,2022-12,Sanaag,0,1508,1463,Sanaag,2022,12,0.8905530235876215,0.0556622316736382,17,0.4995227324270102,0.2363267185178326,0.186017497304656,1.232428676553484,1.2887754365391608,1.293341217116362,0.0991973368265734,0.1078463782343433,0.063488065981665,0.0656321122766688,0.070942014449155,0.0720599053750126,16.0,15.0,14.0,13.0,12.0,11.0,0,0.001160056757004846,3.180323518152513e-07
213,2022-12,Sool,0,1509,1463,Sool,2022,12,0.7178938118464272,0.0468585684891949,17,0.3670864916609141,0.1165153433174865,0.0383154191301805,0.970056430172205,1.0406200849158496,1.1013815909274196,0.1879169981718459,0.2054640465564217,0.1952241718424453,0.1818122086174714,0.0766489090707046,0.0684393251058053,16.0,15.0,14.0,13.0,12.0,11.0,8,0.0012754984099552702,1.8955836856233524e-07
214,2022-12,Togdheer,0,1510,1463,Togdheer,2022,12,1.2390019811969468,-0.0149818689060629,17,0.8945576324794704,0.5947246150362823,0.1993324730313688,0.956034085462364,1.2383541308931951,1.4167228706674786,0.0038557683801557,0.0007037395878827,0.0635649827287864,0.0491498047059295,0.136226451532739,0.1313343548371887,16.0,15.0,14.0,13.0,12.0,11.0,0,0.0015393206518505699,1.4092047742884604e-06
215,2022-12,Woqooyi Galbeed,0,1511,1463,Woqooyi Galbeed,2022,12,1.4975216007610392,-0.1569376390850459,17,1.1551943197984156,0.8402325941017181,0.3371121255995827,0.9818600868880094,1.3824729436226897,1.5986634929318104,-0.0913305088932839,-0.1642577365626346,0.3695465230124027,0.278255031453353,0.4174636839964853,0.4397651578671362,16.0,15.0,14.0,13.0,12.0,11.0,2,0.0015762300823998511,2.0875589493780153e-06
